id,name,genus,height_dm,weight_hg,types,base_experience,hp,attack,defense,special-attack,special-defense,speed,abilities,hidden_ability,is_baby,is_legendary,is_mythical,egg_groups,growth_rate,habitat,color,shape,evolution_chain,in_red_blue,in_yellow,in_gold_silver,in_crystal,in_ruby_sapphire,in_emerald,in_firered_leafgreen,in_diamond_pearl,in_platinum,in_heartgold_soulsilver,in_black_white,in_black-2_white-2,in_x_y,in_omega-ruby_alpha-sapphire,in_sun_moon,in_ultra-sun_ultra-moon,in_lets-go-pikachu_eevee,in_sword_shield,in_brilliant-diamond_shining-pearl,in_legends-arceus,in_scarlet_violet,flavor_text,sprite_front_default,sprite_back_default,sprite_front_shiny,sprite_back_shiny,official_artwork_url,all_moves
47,parasect,Mushroom Pokémon,10,295,bug|grass,142,60,95,80,60,80,30,effect-spore|dry-skin,damp,False,False,False,bug|plant,medium,forest,red,armor,paras -> parasect,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/47.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/47.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/47.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/47.png,absorb|aerial-ace|after-you|aromatherapy|attract|bide|body-slam|brick-break|bug-bite|bullet-seed|captivate|confide|counter|cross-poison|curse|cut|dig|double-edge|double-team|endure|energy-ball|facade|false-swipe|flash|frustration|fury-cutter|fury-swipes|giga-drain|giga-impact|grass-knot|growth|headbutt|hidden-power|hone-claws|hyper-beam|knock-off|leech-life|leech-seed|light-screen|mega-drain|mimic|natural-gift|nature-power|poison-powder|protect|rage|rage-powder|reflect|rest|return|rock-smash|round|scratch|screech|secret-power|seed-bomb|skull-bash|slash|sleep-powder|sleep-talk|sludge-bomb|snore|solar-beam|spore|string-shot|struggle-bug|stun-spore|substitute|sunny-day|swagger|sweet-scent|swords-dance|synthesis|take-down|thief|throat-chop|toxic|venoshock|worry-seed|x-scissor
48,venonat,Insect Pokémon,10,300,bug|poison,61,60,55,50,40,55,45,compound-eyes|tinted-lens,run-away,False,False,False,bug,medium,forest,purple,humanoid,venonat -> venomoth,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/48.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/48.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/48.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/48.png,acid-spray|agility|attract|baton-pass|bide|bug-bite|bug-buzz|captivate|confide|confuse-ray|confusion|curse|disable|double-edge|double-team|endeavor|endure|energy-ball|facade|flash|foresight|frustration|giga-drain|headbutt|hidden-power|infestation|leech-life|lunge|mega-drain|mimic|morning-sun|natural-gift|night-shade|poison-fang|poison-powder|pounce|protect|psybeam|psychic|psychic-noise|psywave|rage|rage-powder|reflect|rest|return|round|screech|secret-power|signal-beam|skill-swap|skitter-smack|sleep-powder|sleep-talk|sludge-bomb|snore|solar-beam|string-shot|struggle-bug|stun-spore|substitute|sunny-day|supersonic|swagger|sweet-scent|swift|tackle|take-down|tera-blast|thief|toxic|toxic-spikes|venoshock|zen-headbutt
49,venomoth,Poison Moth Pokémon,15,125,bug|poison,158,70,65,60,90,75,90,shield-dust|tinted-lens,wonder-skin,False,False,False,bug,medium,forest,purple,bug-wings,venonat -> venomoth,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/49.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/49.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/49.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/49.png,acid-spray|acrobatics|aerial-ace|agility|air-cutter|air-slash|attract|baton-pass|bide|bug-bite|bug-buzz|captivate|confide|confuse-ray|confusion|curse|defog|disable|double-edge|double-team|dream-eater|endeavor|endure|energy-ball|facade|flash|foresight|frustration|giga-drain|giga-impact|gust|headbutt|hidden-power|hyper-beam|infestation|leech-life|lunge|mega-drain|mimic|natural-gift|night-shade|ominous-wind|poison-fang|poison-powder|pounce|protect|psybeam|psychic|psychic-noise|psywave|quiver-dance|rage|razor-wind|reflect|rest|return|roost|round|screech|secret-power|signal-beam|silver-wind|skill-swap|skitter-smack|sleep-powder|sleep-talk|sludge-bomb|sludge-wave|snore|solar-beam|string-shot|struggle-bug|stun-spore|substitute|sunny-day|supersonic|swagger|sweet-scent|swift|tackle|tailwind|take-down|teleport|tera-blast|thief|toxic|toxic-spikes|twister|u-turn|venoshock|whirlwind|zen-headbutt
50,diglett,Mole Pokémon,2,8,ground,53,10,55,25,35,45,95,sand-veil|arena-trap,sand-force,False,False,False,ground,medium,cave,brown,blob,diglett -> dugtrio,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/50.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/50.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/50.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/50.png,aerial-ace|agility|ally-switch|ancient-power|assurance|astonish|attract|beat-up|bide|body-slam|bulldoze|captivate|charm|confide|curse|cut|dig|double-edge|double-team|earth-power|earthquake|echoed-voice|endeavor|endure|facade|feint-attack|final-gambit|fissure|foul-play|frustration|fury-swipes|growl|headbutt|helping-hand|hidden-power|hone-claws|magnitude|memento|mimic|mud-bomb|mud-shot|mud-slap|natural-gift|protect|pursuit|rage|rest|return|reversal|rock-blast|rock-slide|rock-smash|rock-tomb|round|sand-attack|sand-tomb|sandstorm|scorching-sands|scratch|screech|secret-power|shadow-claw|slash|sleep-talk|sludge-bomb|smack-down|snore|stealth-rock|stomping-tantrum|stone-edge|substitute|sucker-punch|sunny-day|swagger|swords-dance|take-down|tera-blast|thief|throat-chop|toxic|uproar|work-up
51,dugtrio,Mole Pokémon,7,333,ground,149,35,100,50,50,70,120,sand-veil|arena-trap,sand-force,False,False,False,ground,medium,cave,brown,heads,diglett -> dugtrio,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/51.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/51.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/51.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/51.png,aerial-ace|agility|ally-switch|assurance|astonish|attract|beat-up|bide|body-slam|bulldoze|captivate|charm|confide|curse|cut|dig|double-edge|double-team|earth-power|earthquake|echoed-voice|endeavor|endure|facade|fissure|foul-play|frustration|fury-swipes|giga-impact|growl|headbutt|hidden-power|high-horsepower|hone-claws|hyper-beam|magnitude|mimic|mud-bomb|mud-shot|mud-slap|natural-gift|night-slash|protect|rage|rest|return|reversal|rock-blast|rock-slide|rock-smash|rock-tomb|rototiller|round|sand-attack|sand-tomb|sandstorm|scorching-sands|scratch|screech|secret-power|shadow-claw|slash|sleep-talk|sludge-bomb|sludge-wave|smack-down|snore|stealth-rock|stomping-tantrum|stone-edge|substitute|sucker-punch|sunny-day|swagger|swords-dance|take-down|tera-blast|thief|throat-chop|toxic|tri-attack|uproar|work-up
52,meowth,Scratch Cat Pokémon,4,42,normal,58,40,45,35,40,40,90,pickup|technician,unnerve,False,False,False,ground,medium,urban,yellow,quadruped,meowth -> persian,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/52.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/52.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/52.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/52.png,aerial-ace|agility|amnesia|assist|assurance|attract|bide|bite|body-slam|bubble-beam|captivate|charm|chilling-water|confide|covet|curse|cut|dark-pulse|defense-curl|detect|dig|double-edge|double-team|dream-eater|echoed-voice|endeavor|endure|facade|fake-out|fake-tears|false-swipe|feint|feint-attack|flail|flash|foul-play|frustration|fury-swipes|growl|gunk-shot|headbutt|helping-hand|hidden-power|hone-claws|hyper-voice|hypnosis|icy-wind|iron-tail|knock-off|lash-out|last-resort|metal-claw|mimic|mud-slap|nasty-plot|natural-gift|night-slash|nightmare|odor-sleuth|pain-split|pay-day|payback|play-rough|power-gem|protect|psych-up|punishment|rage|rain-dance|rest|retaliate|return|round|scratch|screech|secret-power|seed-bomb|shadow-ball|shadow-claw|shock-wave|skull-bash|slash|sleep-talk|snarl|snatch|snore|spite|substitute|sunny-day|swagger|swift|tail-whip|take-down|taunt|tera-blast|thief|throat-chop|thunder|thunder-wave|thunderbolt|torment|toxic|trailblaze|u-turn|uproar|water-gun|water-pulse|work-up|zap-cannon
53,persian,Classy Cat Pokémon,10,320,normal,154,65,70,60,65,65,115,limber|technician,unnerve,False,False,False,ground,medium,urban,yellow,quadruped,meowth -> persian,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/53.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/53.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/53.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/53.png,aerial-ace|agility|amnesia|assurance|attract|bide|bite|body-slam|bubble-beam|captivate|charm|chilling-water|confide|covet|curse|cut|dark-pulse|defense-curl|detect|dig|double-edge|double-team|dream-eater|echoed-voice|embargo|endeavor|endure|facade|fake-out|fake-tears|false-swipe|feint|feint-attack|flash|foul-play|frustration|fury-swipes|giga-impact|growl|gunk-shot|headbutt|helping-hand|hidden-power|hone-claws|hyper-beam|hyper-voice|hypnosis|icy-wind|iron-tail|knock-off|lash-out|last-resort|metal-claw|mimic|mud-slap|nasty-plot|natural-gift|night-slash|nightmare|pain-split|pay-day|payback|play-rough|power-gem|protect|psych-up|rage|rain-dance|rest|retaliate|return|roar|round|scratch|screech|secret-power|seed-bomb|shadow-ball|shadow-claw|shock-wave|skitter-smack|skull-bash|slash|sleep-talk|snarl|snatch|snore|spite|substitute|sunny-day|swagger|swift|switcheroo|take-down|taunt|tera-blast|thief|throat-chop|thunder|thunder-wave|thunderbolt|torment|toxic|trailblaze|u-turn|uproar|water-gun|water-pulse|work-up|zap-cannon
54,psyduck,Duck Pokémon,8,196,water,64,50,52,48,65,50,55,damp|cloud-nine,swift-swim,False,False,False,water1|ground,medium,waters-edge,yellow,upright,psyduck -> golduck,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/54.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/54.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/54.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/54.png,aerial-ace|amnesia|aqua-tail|attract|bide|blizzard|body-slam|brick-break|brine|bubble|bubble-beam|calm-mind|captivate|chilling-water|clear-smog|confide|confuse-ray|confusion|counter|cross-chop|curse|dig|disable|dive|double-edge|double-team|dynamic-punch|encore|endeavor|endure|facade|flash|fling|flip-turn|focus-punch|foresight|frustration|fury-swipes|future-sight|hail|haze|headbutt|helping-hand|hidden-power|hone-claws|hydro-pump|hypnosis|ice-beam|ice-punch|icy-wind|iron-tail|knock-off|light-screen|liquidation|low-kick|low-sweep|mega-kick|mega-punch|metronome|mimic|mud-bomb|mud-shot|mud-slap|muddy-water|nasty-plot|natural-gift|pay-day|power-up-punch|protect|psybeam|psych-up|psychic|psychic-noise|psyshock|rage|rain-dance|refresh|rest|return|rock-smash|role-play|round|scald|scratch|screech|secret-power|seismic-toss|shadow-claw|signal-beam|simple-beam|skill-swap|skull-bash|sleep-talk|snore|soak|strength|submission|substitute|surf|swagger|swift|synchronoise|tail-whip|take-down|taunt|telekinesis|tera-blast|thief|toxic|trailblaze|vacuum-wave|water-gun|water-pulse|water-sport|waterfall|whirlpool|wonder-room|worry-seed|yawn|zen-headbutt
55,golduck,Duck Pokémon,17,766,water,175,80,82,78,95,80,85,damp|cloud-nine,swift-swim,False,False,False,water1|ground,medium,waters-edge,blue,upright,psyduck -> golduck,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Often seen swim­ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/55.png,aerial-ace|amnesia|aqua-jet|aqua-tail|attract|bide|blizzard|body-slam|brick-break|brine|bubble|bubble-beam|calm-mind|captivate|chilling-water|confide|confuse-ray|confusion|counter|curse|dig|disable|dive|double-edge|double-team|dynamic-punch|encore|endeavor|endure|facade|flash|fling|flip-turn|focus-blast|focus-punch|frustration|fury-cutter|fury-swipes|future-sight|giga-impact|grass-knot|hail|haze|headbutt|helping-hand|hidden-power|hone-claws|hydro-pump|hyper-beam|hypnosis|ice-beam|ice-punch|icy-wind|iron-tail|knock-off|laser-focus|light-screen|liquidation|low-kick|low-sweep|me-first|mega-kick|mega-punch|metronome|mimic|mud-shot|mud-slap|muddy-water|nasty-plot|natural-gift|pay-day|power-gem|power-up-punch|protect|psybeam|psych-up|psychic|psychic-noise|psyshock|rage|rain-dance|rest|return|rock-climb|rock-smash|role-play|round|scald|scratch|screech|secret-power|seismic-toss|shadow-claw|signal-beam|skill-swap|skull-bash|sleep-talk|snore|soak|strength|submission|substitute|surf|swagger|swift|tail-whip|take-down|taunt|telekinesis|tera-blast|thief|toxic|trailblaze|vacuum-wave|water-gun|water-pulse|water-sport|waterfall|whirlpool|wonder-room|worry-seed|yawn|zen-headbutt
56,mankey,Pig Monkey Pokémon,5,280,fighting,61,40,80,35,35,45,70,vital-spirit|anger-point,defiant,False,False,False,ground,medium,mountain,brown,upright,mankey -> primeape -> annihilape,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/56.png,acrobatics|aerial-ace|assurance|attract|beat-up|bide|body-slam|brick-break|bulk-up|bulldoze|captivate|close-combat|confide|counter|covet|cross-chop|curse|defense-curl|detect|dig|double-edge|double-team|drain-punch|dual-chop|dynamic-punch|earthquake|encore|endeavor|endure|facade|final-gambit|fire-punch|fling|focus-blast|focus-energy|focus-punch|foresight|frustration|fury-swipes|gunk-shot|headbutt|helping-hand|hidden-power|hone-claws|ice-punch|iron-tail|karate-chop|lash-out|leer|low-kick|low-sweep|meditate|mega-kick|mega-punch|metronome|mimic|mud-slap|natural-gift|night-slash|outrage|overheat|pay-day|payback|poison-jab|power-trip|power-up-punch|protect|psych-up|punishment|pursuit|rage|rain-dance|rest|retaliate|return|revenge|reversal|rock-climb|rock-slide|rock-smash|rock-tomb|role-play|round|scary-face|scratch|screech|secret-power|seed-bomb|seismic-toss|shadow-claw|skull-bash|sleep-talk|smack-down|smelling-salts|snore|spite|stomping-tantrum|stone-edge|strength|submission|substitute|sunny-day|swagger|swift|take-down|taunt|tera-blast|thief|thrash|throat-chop|thunder|thunder-punch|thunderbolt|toxic|u-turn|uproar|vacuum-wave|work-up
57,primeape,Pig Monkey Pokémon,10,320,fighting,159,65,105,60,60,70,95,vital-spirit|anger-point,defiant,False,False,False,ground,medium,mountain,brown,upright,mankey -> primeape -> annihilape,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/57.png,acrobatics|aerial-ace|assurance|attract|bide|body-slam|brick-break|bulk-up|bulldoze|captivate|close-combat|confide|counter|covet|cross-chop|curse|defense-curl|detect|dig|double-edge|double-team|drain-punch|dual-chop|dynamic-punch|earthquake|encore|endeavor|endure|facade|final-gambit|fire-punch|fling|focus-blast|focus-energy|focus-punch|frustration|fury-swipes|giga-impact|gunk-shot|headbutt|helping-hand|hidden-power|hone-claws|hyper-beam|ice-punch|iron-tail|karate-chop|lash-out|leer|low-kick|low-sweep|mega-kick|mega-punch|metronome|mimic|mud-slap|natural-gift|outrage|overheat|pay-day|payback|poison-jab|power-up-punch|protect|psych-up|punishment|pursuit|rage|rage-fist|rain-dance|rest|retaliate|return|reversal|rock-climb|rock-slide|rock-smash|rock-tomb|role-play|round|scary-face|scratch|screech|secret-power|seed-bomb|seismic-toss|shadow-claw|skull-bash|sleep-talk|smack-down|snore|spite|stealth-rock|stomping-tantrum|stone-edge|strength|submission|substitute|sunny-day|swagger|swift|take-down|taunt|tera-blast|thief|thrash|throat-chop|thunder|thunder-punch|thunderbolt|toxic|u-turn|uproar|vacuum-wave|work-up
58,growlithe,Puppy Pokémon,7,190,fire,70,55,70,45,70,50,60,intimidate|flash-fire,justified,False,False,False,ground,slow,grassland,brown,quadruped,growlithe -> arcanine,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Very protective of its territory. It will bark and bite to repel intruders from its space.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/58.png,aerial-ace|agility|attract|bide|bite|body-slam|burn-up|captivate|charm|close-combat|confide|covet|crunch|curse|dig|double-edge|double-kick|double-team|dragon-breath|dragon-rage|ember|endure|facade|fire-blast|fire-fang|fire-spin|flame-burst|flame-charge|flame-wheel|flamethrower|flare-blitz|frustration|headbutt|heat-wave|helping-hand|hidden-power|howl|incinerate|iron-tail|leer|mimic|morning-sun|mud-slap|natural-gift|odor-sleuth|outrage|overheat|play-rough|protect|psychic-fangs|rage|raging-fury|reflect|rest|retaliate|return|reversal|roar|rock-smash|round|safeguard|scary-face|secret-power|skull-bash|sleep-talk|snarl|snore|strength|substitute|sunny-day|swagger|swift|take-down|temper-flare|tera-blast|thief|thrash|thunder-fang|toxic|wild-charge|will-o-wisp
59,arcanine,Legendary Pokémon,19,1550,fire,194,90,110,80,100,80,95,intimidate|flash-fire,justified,False,False,False,ground,slow,grassland,brown,quadruped,growlithe -> arcanine,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/59.png,aerial-ace|agility|attract|bide|bite|body-slam|bulldoze|burn-up|captivate|charm|close-combat|confide|covet|crunch|curse|dig|double-edge|double-team|dragon-breath|dragon-pulse|dragon-rage|ember|endure|extreme-speed|facade|fire-blast|fire-fang|fire-spin|flame-charge|flame-wheel|flamethrower|flare-blitz|frustration|giga-impact|headbutt|heat-crash|heat-wave|helping-hand|hidden-power|howl|hyper-beam|hyper-voice|incinerate|iron-head|iron-tail|laser-focus|leer|mimic|mud-slap|natural-gift|odor-sleuth|outrage|overheat|play-rough|protect|psychic-fangs|rage|reflect|rest|retaliate|return|reversal|roar|rock-climb|rock-smash|round|safeguard|scary-face|scorching-sands|secret-power|skull-bash|sleep-talk|snarl|snore|solar-beam|strength|substitute|sunny-day|superpower|swagger|swift|take-down|teleport|temper-flare|tera-blast|thief|thunder-fang|toxic|wild-charge|will-o-wisp
60,poliwag,Tadpole Pokémon,6,124,water,60,40,50,40,40,40,90,water-absorb|damp,swift-swim,False,False,False,water1,medium-slow,waters-edge,blue,legs,poliwag -> poliwhirl -> poliwrath,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/60.png,amnesia|attract|belly-drum|bide|blizzard|body-slam|bubble|bubble-beam|bulldoze|captivate|chilling-water|confide|curse|defense-curl|dig|dive|double-edge|double-slap|double-team|earth-power|encore|endeavor|endure|facade|focus-punch|frustration|hail|haze|headbutt|helping-hand|hidden-power|hydro-pump|hypnosis|ice-ball|ice-beam|icy-wind|liquidation|low-kick|mimic|mind-reader|mist|mud-bomb|mud-shot|mud-slap|muddy-water|natural-gift|pound|protect|psychic|psywave|rage|rain-dance|refresh|rest|return|round|scald|secret-power|skull-bash|sleep-talk|snore|splash|substitute|surf|swagger|swift|take-down|tera-blast|thief|toxic|wake-up-slap|water-gun|water-pulse|water-sport|waterfall|weather-ball|whirlpool
61,poliwhirl,Tadpole Pokémon,10,200,water,135,65,65,65,50,50,90,water-absorb|damp,swift-swim,False,False,False,water1,medium-slow,waters-edge,blue,humanoid,poliwag -> poliwhirl -> poliwrath,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/61.png,amnesia|attract|belly-drum|bide|blizzard|body-slam|brick-break|bubble|bubble-beam|bulldoze|captivate|chilling-water|confide|counter|curse|defense-curl|detect|dig|dive|double-edge|double-slap|double-team|earth-power|earthquake|encore|endeavor|endure|facade|fissure|fling|focus-punch|frustration|hail|haze|headbutt|helping-hand|hidden-power|hydro-pump|hypnosis|ice-beam|ice-punch|icy-wind|liquidation|low-kick|low-sweep|mega-kick|mega-punch|metronome|mimic|mist|mud-bomb|mud-shot|mud-slap|muddy-water|natural-gift|pound|power-up-punch|protect|psych-up|psychic|psywave|rage|rain-dance|rest|return|rock-smash|round|scald|secret-power|seismic-toss|skull-bash|sleep-talk|snore|splash|strength|submission|substitute|surf|swagger|swift|take-down|tera-blast|thief|toxic|wake-up-slap|water-gun|water-pulse|water-sport|waterfall|weather-ball|whirlpool
