Pokemon,Encounters
Liepard,75
Golem-Alolan,61
Gothorita,55
Bibarel,64
Mega Venusaur,67
Pidgeot,54
Rockruff-Own Tempo,71
Typhlosion-Hisuian,46
Metapod,87
Trubbish,66
Munkidori,19
Octillery,75
Marshadow,18
Baltoy,75
Gimmighoul,18
Relicanth,14
Hariyama,152
Emboar,43
Stantler,16
Luxray,53
Numel,65
Gigalith,46
Jolteon,58
Duosion,41
Gossifleur,64
Skiploom,46
Mr. Mime,60
Crustle,75
Hitmonlee,84
Castform-Snowy,47
Metang,25
Paras,73
Shroomish,147
Moltres-Galarian,19
Victini,16
Oricorio-Sensu,79
Cufant,59
Mega Rayquaza,21
Skwovet,73
Togetic,97
Mega Alakazam,39
Magikarp,16
Veluza,96
Darmanitan-Galarian,55
Rellor,99
Combee,44
Luxio,53
Magnemite,73
Basculin (Red-Striped),78
Comfey,99
Noibat,61
Tinkaton,55
Rhydon,23
Kadabra,42
Garganacl,36
Dachsbun,50
Torterra,55
Raichu,63
Vikavolt,61
Bellibolt,62
Terrakion,32
Granbull,108
Carbink,14
Teddiursa,78
Kakuna,76
Wormadam-Sandy,60
Blaziken,54
Quilladin,35
Persian-Alolan,63
Wiglett,85
Bonsly,82
Electrike,18
Dusknoir,95
Shelgon,19
Tyrunt,98
Prinplup,48
Solosis,46
Glalie,55
Dedenne,79
Stoutland,44
Grapploct,52
Scorbunny,51
Starly,42
Boltund,103
Jumpluff,59
Basculin (White-Striped),77
Shieldon,171
Enamorus-I,24
Zoroark-Hisuian,41
Sizzlipede,58
Mega Pinsir,27
Bunnelby,74
Tauros,19
Machop,40
Suicune,17
Feebas,139
Carracosta,70
Mudbray,81
Dracovish,13
Qwilfish-Hisuian,58
Indeedee-Male,98
Bulbasaur,40
Kabuto,59
Palossand,54
Rotom-Fan,71
Ninetales-Alolan,64
Ninetales,73
Aurorus,71
Mega Kangaskhan,57
Mega Manectric,17
Spiritomb,59
Amaura,70
Grotle,49
Stufful,59
Palpitoad,42
Mega Scizor,46
Kecleon,44
Genesect,27
Silvally-Dark,18
Alakazam,47
Wormadam-Plant,73
Vigoroth,23
Mega Tyranitar,18
Silvally-Ice,20
Avalugg,74
Meloetta-Pirouette,22
Slaking,22
Tinkatuff,61
Nidorino,50
Igglybuff,93
Alomomola,93
Cursola,99
Forretress,75
Klefki,100
Florges,59
Medicham,56
Swampert,39
Arceus-Flying,17
Fezandipiti,27
Maushold,93
Chikorita,49
Mewtwo,33
Darkrai,28
Vespiquen,47
Lanturn,20
Honchkrow,47
Pineco,49
Nidoran♀,47
Gourgeist-Small,60
Tadbulb,66
Passimian,21
Fletchling,45
Vivillon,75
Tatsugiri,49
Giratina-Origin,13
Greninja,36
Arctozolt,20
Yamper,86
Graveler,42
Rufflet,24
Timburr,41
Garbodor,56
Grubbin,65
Taillow,44
Exeggutor,24
Sprigatito,51
Mega Swampert,29
Krabby,62
Fomantis,61
Donphan,61
Smeargle,87
Rattata-Alolan,61
Mega Diancie,26
Arceus-Poison,24
Greavard,38
Mega Heracross,27
Gourgeist-Average,65
Electabuzz,70
Squirtle,41
Glameow,112
Mega Gengar,58
Sneasel,47
Ho-Oh,21
Jynx,64
Cloyster,26
Dialga-Orgin,18
Basculin (Blue-Striped),69
Arceus-Steel,25
Venipede,42
Braviary,19
Farfetch'd,52
Spectrier,16
Iron Hands,20
Jangmo-o,21
Arceus-Ghost,19
Corvisquire,45
Pinsir,23
Horsea,64
Coalossal,56
Miltank,14
Excadrill,56
Morelull,53
Umbreon,76
Poliwhirl,41
Miraidon,20
Patrat,58
Terapagos,15
Revavroom -Ruchbah,70
Delibird,94
Bronzor,68
Salandit,42
Hawlucha,58
Wattrel,49
Honedge,72
Swadloon,53
Sliggoo,20
Poltchageist,59
Iron Valiant,20
Pidove,48
Machamp,45
Kilowattrel,58
Furfrou,56
Flabébé,62
Pansear,66
Floragato,55
Gothitelle,34
Mega Charizard Y,33
Growlithe,14
Porygon,71
Clodsire,66
Scraggy,56
Eevee,68
Phantump,71
Ash-Greninja,48
Black Kyurem,21
Magmar,60
Weedle,52
Fraxure,18
Zamazenta-Crowned,23
Palkia-Orgin,17
Butterfree,77
Ponyta,69
Wishiwashi-Solo,83
Doduo,71
Reuniclus,48
Gurdurr,37
Sobble,41
Arceus-Fighting,18
Stakataka,13
Swinub,16
Tepig,56
Oinkologne-F,61
Zygarde-10%,16
Swoobat,65
Toxtricity,48
Kricketot,44
Ambipom,109
Accelgor,52
Skrelp,75
Pincurchin,81
Lokix,59
Torracat,48
Litwick,40
Wishiwashi-School,108
Regirock,13
Persian,74
Bewear,67
Trapinch,48
Mega Mewtwo Y,23
Deerling,58
Seedot,40
Mega Sableye,52
Kubfu,14
Celesteela,25
Armarouge,17
Electivire,65
Riolu,58
Golurk,68
Drowzee,57
Wynaut,70
Tapu Koko,21
Ursaring,56
Pidgey,46
Piplup,48
Minun,62
Chespin,50
Pawniard,73
Chimchar,51
Nihilego,18
Cobalion,20
Nidoking,37
Koraidon,11
Regice,26
Golisopod,72
Raichu-Alolan,58
Foongus,68
Palafin -Hero Form,24
Galvantula,73
Mega Mewtwo X,15
Toedscruel,47
Zigzagoon-Galarian,78
Wo-Chien,13
Mega Aggron,23
Decidueye-Hisuian,46
Mienfoo,47
Talonflame,58
Houndoom,26
Hakamo-o,18
Leafeon,70
Simisear,56
Samurott,59
Type: Null,11
Popplio,54
Pelipper,76
Wailord,126
Phione,25
Turtonator,64
Cacnea,57
Luvdisc,101
Wartortle,44
Toucannon,61
Hatterene,16
Pangoro,72
Joltik,69
Goodra,17
Clobbopus,48
Sawk,65
Silvally-Fighting,24
Bruxish,63
Pidgeotto,43
Eldegoss,58
Venomoth,62
Sandslash,67
Cubchoo,51
Snorunt,72
Fearow,65
Sceptile,38
Mareanie,65
Silcoon,55
Gyarados,20
Tapu Fini,17
Burmy,80
Koffing,74
Lotad,45
Shiinotic,54
Spritzee,74
Sealeo,46
Infernape,40
Blipbug,91
Hitmontop,55
Kommo-o,21
Oshawott,47
Heliolisk,65
Buneary,71
Beedrill,58
Venusaur,46
Arceus-Fire,20
Beautifly,55
Dugtrio-Alolan,62
Eternatus,16
Vullaby,25
Musharna,88
Torchic,54
Pecharunt,24
Shroodle,52
Sandy Shocks,23
Lapras,20
Pumpkaboo-Super,79
Wugtrio,68
Necrozma-Dusk Mane,20
Grimmsnarl,64
Magby,50
Palkia,23
Darumaka,45
Mega Gyarados,29
Celebi,57
Silvally-Psychic,18
Meloetta-Aria,16
Pansage,55
Nacli,46
Rookidee,56
Melmetal,20
Nidoqueen,40
Sandygast,71
Togepi,99
Frosmoth,68
Minior-Meteor,45
Remoraid,54
Charmander,42
Xatu,74
Togedemaru,62
Munchlax,25
Geodude-Alolan,50
Omanyte,61
Zekrom,20
Bisharp,68
Ogerpon -Hearthflame Mask,18
Ditto,63
Charcadet,23
Tympole,50
Meowth-Alolan,68
Snorlax,20
Mudkip,54
Meowth-Galarian,80
Silvally-Water,11
Necrozma,17
Slurpuff,78
Rotom-F,75
Finizen,14
Bayleef,45
Cacturne,44
Aegislash-Blade,61
Yungoos,74
Garchomp,20
Cyndaquil,57
Fuecoco,48
Clawitzer,23
Ludicolo,41
Smoochum,63
Primeape,63
Pikipek,65
Cosmoem,20
Weezing-Galarian,66
Iron Crown,15
Dragonair,24
Lampent,72
Grookey,40
Enamorus-T,26
Durant,64
Azelf,14
Ampharos,48
Sneasler,46
Shaymin,48
Mantyke,20
Gastrodon,71
Sneasel-Hisuian,49
Totodile,54
Annihilape,57
Rillaboom,59
Palafin -Zero Form,23
Whimsicott,69
Calyrex,19
Espathra,45
Iron Moth,20
Jirachi,22
Lairon,19
Arceus-Electric,21
Mr. Rime,66
Nidoran♂,46
Naganadel,15
Flittle,40
Ponyta-Galarian,49
Ekans,73
Necrozma-Dawn Wings,22
Drizzile,48
Zweilous,14
Silvally-Dragon,22
Duskull,98
Skiddo,78
Urshifu-Rapid Strike,17
Mega Blastoise,50
Landorus-I,16
Quaquaval,47
Diancie,23
Iron Thorns,18
Throh,83
Weepinbell,43
Salamence,16
Mienshao,49
Litleo,41
Castform-Sunny,66
Pupitar,22
Mega Lopunny,77
Mega Latios,23
Roaring Moon,22
Swanna,74
Wobbuffet,64
Silvally-Fairy,21
Cetoddle,41
Yveltal,19
Herdier,44
Kyurem,24
Urshifu-Single Strike,18
Flamigo,39
Mega Salamence,19
Tapu Lele,16
Frigibax,23
Cherrim-Sunshine,63
Xurkitree,22
Finneon,149
Meganium,56
Golduck,59
Kyogre,12
Hippowdon,18
Mega Absol,52
Zarude,19
Magmortar,68
Silvally-Grass,20
Buzzwole,17
Cosmog,14
Zeraora,18
Darmanitan Zen-Galarian,50
Abomasnow,21
Electrode,60
Cubone,53
Dragonite,16
Combusken,45
Arcanine-Hisuian,15
Hatenna,15
Varoom,58
Weezing,77
Charmeleon,56
Solgaleo,16
Sigilyph,70
Guzzlord,14
Mamoswine,23
Keldeo,18
Drapion,18
Roserade,50
Mantine,12
Lunala,22
Aron,15
Mega Gardevoir,22
Pachirisu,69
Silvally-Steel,22
Seel,57
Articuno-Galarian,12
Meowstic ♀,59
Araquanid,59
Hydreigon,20
Dreepy,16
Zapdos-Galarian,25
Toxel,48
Giratina,15
Flutter Mane,14
Hattrem,14
Latias,22
Lilligant-Hisuian,69
Kartana,19
Magearna,25
Poipole,23
Silvally-Flying,20
Mega Latias,17
Fletchinder,60
Goodra-Hisuian,14
Thundurus-T,19
Murkrow,56
Wooloo,67
Fidough,44
Mightyena,61
White Kyurem,15
Gholdengo,18
Zorua-Hisuian,39
Crocalor,40
Houndour,20
Cetitan,49
Ogerpon,14
Tauros (Aqua),19
Thundurus-I,15
Dratini,16
Silvally-Fire,15
Vanillite,26
Pyroar,56
Moltres,25
Floette,77
Zygarde-Complete,17
Quagsire,54
Sunkern,35
Mega Garchomp,15
Swellow,40
Sliggoo-Hisuian,21
Raikou,22
Regidrago,20
Primal Kyogre,16
Silvally-Ground,17
Arceus-Fairy,22
Zygarde-50%,27
Tauros (blaze),17
Metagross,33
Gallade,19
Lombre,48
Ogerpon -Wellspring Mask,17
Snover,20
Roggenrola,33
Eelektrik,18
Eiscue-Noice Face,12
Arceus-Bug,14
Oranguru,19
Tauros (combat),19
Arceus-Water,14
Tornadus-I,20
Rhyperior,19
Primal Groudon,24
Walking Wake,13
Rolycoly,40
Glastrier,25
Mega Houndoom,15
Dialga,27
Sableye,54
Elekid,64
Registeel,22
Drakloak,21
Clauncher,21
Reshiram,17
Politoed,45
Silvally-Poison,16
Dracozolt,17
Aggron,18
Xerneas,22
Slakoth,16
Arceus-Dragon,17
Mandibuzz,14
Hoopa-Unbound,16
Silvally-Electric,19
Carnivine,20
Tentacruel,15
Regigigas,19
Scream Tail,18
Gardevoir,18
Tentacool,19
Treecko,54
Arceus-Psychic,20
Mega Metagross,21
Groudon,19
Iron Treads,17
Ceruledge,17
Articuno,17
Latios,14
Deoxys-Defense,14
Rayquaza,13
Manaphy,19
Eiscue-Ice Face,18
Dragapult,18
Tapu Bulu,20
Monferno,50
Arrokuda,16
Wyrdeer,18
Heatran,25
Deoxys-Attack,14
Landorus-T,12
Calyrex-Ice Rider,15
Eelektross,23
Arceus-Grass,11
Larvesta,16
Skorupi,15
Turtwig,58
Diglett,58
Chinchou,19
Mega Aerodactyl,13
Arcanine,15
Iron Leaves,21
Mesprit,20
Arceus-Dark,14
Volcarona,15
Manectric,14
Ting-Lu,9
Dondozo,22
Gouging Fire,16
Raging Bolt,11
Iron Jugulis,22
Vanilluxe,25
Arctibax,24
Mega Sharpedo,21
Bombirdier,22
Okidogi,18
Haxorus,14
Entei,14
Bagon,16
Sharpedo,17
Exeggutor-Alolan,18
Calyrex-Shadow Rider,16
Braviary-Hisuian,18
Arceus-Ice,20
Zamazenta,13
Regieleki,19
Mega Gallade,19
Komala,15
Deino,18
Iron Boulder,12
Ogerpon -Cornerstone Mask,15
