Encounter_Number,Pokemon,Catch_Successful,Is_New_Shiny
336596,Solosis,True,True
339689,Scizor,False,True
344911,Indeedee-Male,True,True
346125,Mega Pinsir,True,True
353286,Shaymin,False,True
355344,Munna,True,True
357587,Coalossal,False,True
369639,Skrelp,True,True
380699,Tarountula,True,True
384758,Cyndaquil,False,True
391922,Wugtrio,True,True
395566,Nacli,True,True
397635,Deoxys-Attack,False,True
397952,Wooloo,True,True
409982,Shieldon,False,True
422339,Tangela,False,True
424626,Rattata-Alolan,True,True
448348,Arceus-Electric,False,True
463109,Whirlipede,False,True
465684,Naclstack,True,True
468685,Togekiss,False,True
470387,Granbull,False,True
475230,Feebas,True,True
475963,Gossifleur,True,True
485166,Alomomola,False,True
487538,Cacnea,True,True
495260,Sunflora,False,True
495692,Garbodor,False,True
497626,Tarountula,True,False
498146,Remoraid,False,True
503008,Pawmi,True,True
511952,Feraligatr,False,True
513059,Slowking-Galarian,False,True
515234,Scraggy,True,True
521154,Bellossom,False,True
523026,Binacle,False,True
526097,Samurott,False,True
551164,Sinistcha,False,True
553447,Zorua-Hisuian,False,True
555702,Quaxly,False,True
562845,Kricketune,False,True
564670,Gengar,True,True
582611,Numel,True,True
582985,Mega Mawile,False,True
584807,Rampardos,False,True
593998,Primeape,False,True
594077,Mr. Mime-Galarian,False,True
594222,Ponyta-Galarian,False,True
601050,Capsakid,True,True
601163,Squawkabilly -Yellow/White,True,True
602797,Basculegion-Female,False,True
603927,Darumaka,True,True
605510,Servine,True,True
606764,Dragalge,False,True
608569,Spinarak,True,False
621426,Corvisquire,False,True
622843,Sawk,False,True
623489,Masquerain,True,True
627589,Araquanid,False,True
630081,Wugtrio,False,False
635077,Walrein,False,True
635213,Probopass,True,True
635973,Ninjask,False,True
638765,Breloom,False,True
640950,Marill,True,True
643310,Tatsugiri,False,True
650142,Applin,True,False
657489,Psyduck,True,True
660376,Tepig,False,True
662362,Raboot,False,True
664405,Vanillite,True,True
666651,Delibird,False,True
667288,Drilbur,True,True
668527,Glaceon,False,True
669632,Ceruledge,False,True
670085,Skwovet,True,True
671196,Indeedee-Female,True,True
672428,Nuzleaf,False,True
677816,Sealeo,True,True
677909,Dunsparce,False,True
679526,Electabuzz,True,True
681150,Darmanitan Zen,True,True
681175,Gastly,False,True
686278,Mudbray,True,True
687353,Starly,True,True
687789,Doduo,True,False
688628,Ursaluna -Bloodmoon,False,True
689835,Silvally-Ice,False,True
691578,Ho-Oh,False,True
693469,Zigzagoon,True,True
697760,Aegislash-Shield,False,True
699047,Altaria,False,True
699866,Bronzor,True,True
700888,Sinistea,False,True
705572,Keldeo,False,True
710939,Victini,False,True
712829,Chingling,False,True
725129,Xatu,False,True
728618,Persian,False,True
728897,Azumarill,False,True
731860,Seaking,False,True
733501,Ninetales-Alolan,False,True
738351,Flygon,False,True
758078,Bergmite,True,True
767201,Shellos,True,True
767451,Inkay,True,True
767475,Frosmoth,False,True
780601,Blipbug,True,True
784584,White Kyurem,False,True
787884,Wiglett,True,True
791335,Goodra-Hisuian,False,True
791981,Floatzel,False,True
806695,Pawmo,False,True
823666,Rotom-F,True,True
824810,Shellder,True,True
826096,Psyduck,False,False
827785,Galvantula,False,True
830046,Pignite,False,True
834142,Rotom,False,True
834475,Scream Tail,False,True
835574,Sylveon,True,True
836967,Magby,False,True
837057,Slowpoke-Galarian,False,True
838907,Dodrio,False,True
841291,Wobbuffet,False,True
842049,Greavard,False,True
849104,Alcremie,False,True
851852,Rowlet,False,True
856904,Toxtricity,False,True
857593,Cosmog,False,True
859139,Dustox,False,True
861071,Silvally-Dragon,False,True
861867,Dachsbun,True,True
863701,Spidops,False,True
867519,Togekiss,False,True
869300,Azurill,True,True
873068,Lombre,True,True
880043,Squawkabilly -Green/Blue,True,True
882449,Golurk,False,True
894684,Klawf,False,True
895163,Venonat,True,True
897561,Duskull,True,True
898737,Flapple,False,True
906613,Voltorb-Hisuian,True,True
908691,Squawkabilly -Yellow/White,True,False
924898,Sinistcha,False,True
926922,Staraptor,False,True
928786,Applin,True,False
931434,Mismagius,False,True
940906,Clodsire,False,True
940912,Gothorita,False,True
943637,Anorith,False,True
946680,Lotad,True,True
947869,Aipom,True,True
950443,Metapod,True,True
951440,Alomomola,True,True
954228,Nosepass,True,True
955006,Armaldo,False,True
966025,Chewtle,True,True
968014,Chingling,False,True
969835,Cosmoem,False,True
974396,Delibird,False,True
993075,Wailmer,False,True
995422,Aegislash-Blade,False,True
996211,Tirtouga,True,True
998769,Morelull,True,True
1008694,Loudred,True,True
1010848,Oddish,True,True
1018277,Drednaw,False,True
1027088,Shieldon,False,True
1029937,Sigilyph,False,True
1035372,Darmanitan Zen,False,False
1036237,Silvally-Dark,False,True
1040745,Greedent,True,True
1057051,Decidueye-Hisuian,False,True
1058415,Aegislash-Blade,False,True
1063384,Treecko,False,True
1065633,Tarountula,True,False
1066629,Yamask,False,True
1072574,Swablu,True,True
1076069,Flamigo,False,True
1077013,Linoone,True,True
1083494,Coalossal,False,True
1086238,Raboot,False,True
1087511,Wailord,True,True
1102668,Mega Rayquaza,False,True
1108120,Beedrill,True,False
1108469,Eevee,False,True
1123166,Lumineon,False,True
1124010,Gardevoir,False,True
1133404,Oricorio-Pom Pom,False,True
1134286,Bellossom,False,True
1134807,Foongus,True,True
1135483,Hydrapple,False,True
1138721,Darmanitan Zen-Galarian,True,True
1150983,Drizzile,False,True
1154409,Jigglypuff,False,True
1159112,Shiftry,False,True
1161685,Tepig,False,True
1161858,Linoone-Galarian,False,True
1162424,Yamask-Galarian,False,True
1167291,Kubfu,False,True
1178465,Bastiodon,True,True
1178790,Bronzor,True,False
1191128,Cinccino,True,True
1191335,Lickitung,False,True
1201994,Bruxish,False,True
1202433,Dolliv,False,True
1207862,Rattata,True,True
1211154,Shedinja,False,True
1211501,Scizor,False,True
1217218,Fuecoco,False,True
1223252,Bramblin,False,True
1229576,Enamorus-I,False,True
1229590,Ho-Oh,False,True
1235254,Burmy,True,True
1235375,Clefable,False,True
1236110,Clefable,False,True
1236579,Boltund,False,True
1246445,Swanna,False,True
1247380,Rolycoly,True,True
1252311,Purrloin,True,True
1254219,Rellor,False,True
1256047,Shelmet,False,True
1256965,Nymble,True,True
1259541,Shellder,True,False
1260388,Breloom,False,True
1262842,Nidorina,False,True
1263258,Dugtrio-Alolan,False,True
1269204,Espeon,True,True
1273315,Carracosta,False,True
1275818,Milcery,False,True
1282240,Tyrogue,True,True
1282870,Yanma,False,True
1284976,Togekiss,False,True
1294274,Rellor,True,True
1301237,Swablu,True,False
1302788,Machamp,False,True
1308235,Happiny,True,True
1308915,Bunnelby,True,True
1312519,Medicham,True,True
1319232,Wormadam-Sandy,False,True
1335603,Cryogonal,False,True
1340167,Rabsca,False,True
1341265,Beheeyem,True,True
1341322,Electivire,True,True
1345813,Reuniclus,False,True
1347892,Ninetales-Alolan,False,True
1351428,Oddish,True,False
1362322,Barboach,False,True
1372144,Carnivine,True,True
1375247,Nickit,True,True
1375803,Mega Sableye,False,True
1380751,Skuntank,False,True
1380868,Zekrom,False,True
1380914,Tadbulb,True,True
1383560,Revavroom -Navi,False,True
1387049,Musharna,False,True
1388059,Durant,True,True
1389742,Happiny,True,False
1396530,Mega Blaziken,False,True
1403504,Duskull,True,False
1405612,Tentacool,True,True
1418320,Rampardos,True,True
1421874,Girafarig,False,True
1422604,Dwebble,True,True
1444364,Mr. Mime-Galarian,False,True
1455537,Mega Tyranitar,False,True
1471713,Dratini,False,True
1476368,Appletun,False,True
1477042,Meloetta-Aria,False,True
1477857,Yamper,True,True
1486295,Dewpider,True,True
1489867,Marill,False,False
1494561,Mega Aerodactyl,True,True
1513930,Steelix,False,True
1518989,Rotom-Fan,False,True
1519208,Illumise,False,True
1524205,Kirlia,True,True
1525268,Quagsire,False,True
1525912,Dunsparce,True,True
1527997,Silvally-Bug,False,True
1528088,Ledian,False,True
1537097,Vigoroth,False,True
1537692,Throh,False,True
1549733,Drifblim,False,True
1549924,Pansear,False,True
1560610,Zoroark-Hisuian,False,True
1561272,Tyrogue,True,False
1561951,Swablu,True,False
1563043,Raichu,True,True
1563874,Venomoth,False,True
1564815,Oinkologne-M,False,True
1569426,Skwovet,True,False
1569442,Omastar,False,True
1571529,Spheal,True,True
1571884,Ash-Greninja,False,True
1574656,Zacian-Crowned,False,True
1578079,Moltres-Galarian,False,True
1586735,Barboach,True,True
1587833,Incineroar,False,True
1588996,Toedscruel,True,True
1596076,Squawkabilly -Green/Blue,True,False
1596393,Swablu,True,False
1609880,Cranidos,True,True
1610249,Oshawott,False,True
1611272,Squawkabilly -Green/Blue,True,False
1613290,Turtonator,False,True
1616632,Pawniard,False,True
1619114,Dusclops,False,True
1619649,Frogadier,False,True
1639553,Doduo,True,False
1646091,Florges,False,True
1651281,Jigglypuff,True,True
1653980,Blaziken,True,True
1671606,Slowking-Galarian,True,True
1674011,Aerodactyl,False,True
1678341,Grubbin,True,True
1680078,Whiscash,False,True
1683116,Espeon,False,False
1687696,Wimpod,False,True
1693778,Ivysaur,False,True
1696496,Sawk,False,True
1702332,Frogadier,False,True
1702661,Pawmi,True,False
1709181,Malamar,True,True
1712155,Probopass,False,False
1716151,Vanillite,True,False
1716163,Arceus-Ice,False,True
1720508,Skiploom,False,True
1727527,Kingler,False,True
1742337,Poliwrath,False,True
1745565,Kyogre,False,True
1746266,Lickitung,False,True
1748743,Gumshoos,False,True
1761924,Tangela,False,True
1766126,Glimmet,False,True
1769477,Flittle,True,True
1771198,Jynx,False,True
1776515,Chandelure,False,True
1792368,Krabby,True,True
1793632,Spiritomb,True,True
1795413,Anorith,True,True
1798053,Tapu Fini,False,True
1799921,Rotom-H,True,True
1801477,Noivern,False,True
1802205,Bouffalant,False,True
1803223,Primal Kyogre,False,True
1803941,Maushold,False,True
1809052,Lilligant,False,True
1814226,Calyrex-Ice Rider,False,True
1818296,Froslass,False,True
1818603,Mega Charizard X,False,True
1826779,Mega Lopunny,False,True
1838055,Tyrunt,False,True
1838728,Mega Altaria,False,False
1845131,Perrserker,True,True
1846151,Mareanie,True,True
1858324,Capsakid,True,False
1859120,Crawdaunt,True,True
1862354,Porygon,False,True
1864496,Spiritomb,True,False
1866977,Arboliva,True,True
1868101,Jigglypuff,True,False
1873362,Grumpig,True,True
1873610,Dartrix,False,True
1875337,Murkrow,False,True
1880378,Finneon,True,True
1881253,Flabébé,True,True
1894299,Tinkaton,False,True
1899082,Gumshoos,False,True
1911781,Altaria,False,True
1912274,Greedent,True,False
1914138,Decidueye-Hisuian,False,True
1919774,Bastiodon,False,False
1921424,Popplio,False,True
1928791,Pawmi,True,False
1930941,Zorua,True,True
1948917,Dubwool,False,True
1956839,Corsola,False,True
1961569,Amoonguss,False,True
1965701,Flittle,False,False
1966763,Skrelp,True,False
1970712,Blitzle,False,True
1973667,Blitzle,False,True
1976000,Mega Medicham,True,True
1982941,Latias,False,True
1984021,Slowpoke-Galarian,False,True
1986695,Wingull,False,True
1991308,Dunsparce,False,False
2001278,Roserade,False,True
2006770,Krabby,True,False
2015354,Axew,True,True
2020326,Darmanitan-Galarian,False,True
2025004,Voltorb-Hisuian,False,False
2027056,Moltres,False,True
2033084,Jellicent,False,True
2038384,Frillish,True,True
2042467,Milotic,False,True
2044397,Stunky,True,True
2045065,Dugtrio-Alolan,True,True
2049989,Krabby,True,False
2056160,Meowstic ♀,False,True
2057498,Milotic,True,True
2069715,Crobat,False,True
2074836,Sneasel,True,True
2077434,Slurpuff,False,True
2077769,Huntail,False,True
2078964,Ninjask,False,True
2081119,Yveltal,False,True
2083801,Marowak-Alolan,False,True
2083931,Electivire,False,False
2084896,Cinccino,True,False
2085333,Shedinja,False,True
2085935,Slowpoke-Galarian,True,True
2088100,Mimikyu,True,True
2102083,Spritzee,True,True
2128541,Spritzee,True,False
2128697,Melmetal,False,True
2131690,Finneon,True,False
2133272,Chimecho,False,True
2134314,Castform-Snowy,False,True
2135273,Cottonee,True,True
2140102,Diggersby,True,True
2140996,Snivy,False,True
2147516,Corviknight,True,True
2151118,Whismur,True,True
2151824,Bouffalant,False,True
2154040,Mega Charizard Y,False,True
2156601,Quagsire,False,True
2158463,Clamperl,True,False
2172804,Turtonator,True,True
2175672,Krookodile,False,True
2196716,Trumbeak,True,True
2200965,Rabsca,False,True
2202246,Camerupt,True,True
2203500,Ponyta,False,False
2214974,Lotad,True,False
2217746,Slowking-Galarian,False,False
2219258,Dusknoir,False,True
2219640,Dudunsparce,False,True
2219964,Slowbro,False,True
2222437,Boldore,False,True
2223529,Ursaring,False,True
2225126,Diggersby,True,False
2232766,Skwovet,True,False
2234314,Golbat,False,True
2235717,Houndstone,False,True
2240370,Mega Aggron,False,True
2245301,Jirachi,False,True
2253140,Kricketot,True,True
2253590,Hariyama,True,False
2254916,Pineco,True,False
2256989,Centiskorch,False,True
2258483,Metapod,True,False
2260711,Breloom,False,True
2262788,Pyroar,True,True
2268775,Sentret,True,True
2269666,Zigzagoon,True,False
2272051,Phanpy,True,True
2276260,Simipour,False,True
2277483,Magmortar,False,True
2291640,Swalot,True,True
2293247,Oricorio-Pom Pom,False,True
2301764,Kabutops,False,True
2303034,Comfey,True,True
2304299,Nihilego,False,True
2324277,Purugly,True,True
2324497,Alomomola,True,False
2325407,Ponyta-Galarian,True,True
2325861,Kleavor,False,True
2328247,Golem-Alolan,False,True
2328654,Mabosstiff,False,True
2342189,Ledian,True,True
2342347,Greedent,False,False
2344005,Hypno,True,True
2345191,Cresselia,False,True
2346686,Salandit,True,True
2349266,Flaaffy,False,True
2352404,Lickilicky,False,True
2359949,Wimpod,False,True
2360051,Flittle,False,False
2361115,Psyduck,True,False
2363373,Nymble,True,False
2372812,Jumpluff,False,True
2374870,Pawniard,True,True
2385268,Gyarados,False,True
2388034,Hypno,False,False
2388594,Panpour,True,True
2391324,Mienshao,False,True
2393334,Combee,False,True
2394451,Snubbull,True,True
2397568,Ceruledge,True,True
2398578,Mega Pidgeot,False,True
2399326,Audino,True,True
2400284,Misdreavus,False,True
2405192,Binacle,True,True
2408722,Escavalier,True,True
2415536,Raging Bolt,False,True
2435651,Crawdaunt,True,False
2436065,Swanna,True,True
2438537,Mega Audino,True,True
2440775,Wooloo,True,False
2443458,Metapod,False,False
2445357,Qwilfish-Hisuian,False,True
2445726,Xatu,False,True
2447935,Haunter,False,True
2452802,Amoonguss,False,True
2455468,Slowking,False,True
2459932,Scyther,False,True
2460387,Chandelure,True,True
2465021,Tyrunt,False,True
2478404,Morelull,False,False
2479761,Indeedee-Female,False,False
2483963,Vileplume,False,True
2484700,Clefable,False,True
2491465,Diglett,True,True
2502918,Charmander,False,True
2513318,Skeledirge,True,True
2522686,Spritzee,True,False
2525526,Dialga-Orgin,False,True
2525870,Bounsweet,True,True
2528095,Mega Lucario,True,True
2529816,Dwebble,True,False
2537475,Mega Scizor,False,True
2538939,Tinkaton,False,True
2547207,Luxio,True,True
2563109,Gloom,False,True
2563756,Deino,False,True
2571833,Drifblim,False,True
2572499,Swoobat,False,True
2587252,Zamazenta,False,True
2594619,Greavard,True,True
2599518,Veluza,True,True
2600548,Clamperl,True,False
2605411,Vaporeon,False,True
2612118,Grimer,True,True
2614313,Murkrow,False,True
2619227,Dusclops,False,True
2620178,Inteleon,False,True
2631206,Mega Steelix,False,True
2638901,Corphish,True,False
2639223,Lycanroc (Midnight),False,True
2642676,Spinarak,True,False
2642771,Stunfisk,True,True
2645240,Nosepass,True,False
2645496,Bulbasaur,False,True
2660322,Corvisquire,True,True
2663464,Floatzel,True,True
2669522,Finneon,True,False
2669727,Aipom,False,False
2681648,Carnivine,True,False
2691872,Poliwag,True,True
2692027,Krookodile,False,True
2692472,Kilowattrel,True,True
2694087,Hariyama,True,False
2695023,Golett,True,True
2696677,Primarina,True,True
2699290,Varoom,True,True
2708838,Scrafty,True,True
2709960,Dragalge,True,True
2721847,Arboliva,False,False
2723968,Sandslash,False,True
2727273,Sealeo,True,False
2738796,Woobat,True,True
2743205,Onix,False,True
2751549,Elekid,False,True
2762071,Magneton,False,True
2765488,Blipbug,True,False
2773145,Decidueye,False,True
2775819,Decidueye,False,True
2781348,Larvitar,False,True
2787243,Magneton,False,True
2794578,Stufful,False,True
2798301,Wishiwashi-School,False,True
2806907,Pinsir,False,True
2809871,Arbok,True,True
2811132,Seviper,True,True
2812906,Wailmer,False,True
2816793,Mega Gallade,False,True
2818056,Tauros,False,True
2819139,Alomomola,False,False
2828157,Stunfisk,False,False
2832620,Wynaut,True,True
2833007,Qwilfish-Hisuian,False,True
2838549,Trevenant,True,True
2841438,Spidops,True,True
2845457,Pidove,True,True
2862740,Floragato,True,True
2866618,Flygon,False,True
2869634,Electrike,False,True
2877072,Scolipede,False,True
2877859,Magnezone,False,True
2884119,Shuckle,False,True
2886068,Rattata,True,False
2894517,Gastly,True,True
2902186,Gourgeist-Large,False,True
2907104,Tornadus-T,False,True
2907643,Drowzee,True,True
2909941,Drilbur,False,False
2914057,Hariyama,True,False
2920069,Morelull,False,False
2924471,Corphish,True,False
2934794,Klinklang,False,True
2946653,Fletchling,True,True
2946810,Ultra Necrozma,True,True
2947767,Gourgeist-Small,False,True
2954266,Shaymin-Sky form,False,True
2963961,Drifblim,False,True
2965302,Meowstic ♀,False,True
2978312,Swablu,True,False
2980846,Ferroseed,True,True
2982923,Thievul,False,True
2984526,Morgrem,True,True
2985273,Kingdra,True,True
2986424,Pansage,True,True
2987201,Duosion,False,True
2998672,Guzzlord,False,True
3004418,Arceus-Dragon,False,True
3005411,Bergmite,True,False
3005466,Kangaskhan,False,True
3013173,Nickit,True,False
3018558,Dunsparce,True,False
3021968,Sylveon,False,False
3029250,Druddigon,True,True
3029320,Chespin,False,True
3032430,Anorith,False,False
3033649,Regice,False,True
3036061,Solrock,False,True
3037897,Yanma,False,True
3043742,Anorith,False,False
3044362,Porygon2,False,True
3046798,Poliwhirl,False,True
3049310,Raichu,False,False
3049640,Escavalier,False,False
3051177,Flapple,False,True
3058170,Komala,False,True
3059368,Unown,True,False
3060720,Wormadam-Plant,False,True
3073696,Toucannon,False,True
3073879,Unfezant,True,True
3074046,Basculegion-Female,False,True
3074200,Seadra,False,True
3075591,Mega Kangaskhan,False,True
3080115,Dedenne,True,True
3085563,Chingling,True,True
3087098,Mega Audino,True,False
3103315,Shaymin,False,True
3116074,Poltchageist,True,True
3118178,Iron Hands,False,True
3119385,Cherubi,True,True
3122520,Tynamo,True,True
3123744,Accelgor,True,True
3124779,Miltank,False,True
3128743,Sudowoodo,False,True
3137560,Nidoran♀,True,True
3142438,Crawdaunt,False,False
3151442,Burmy,True,False
3158488,Foongus,True,False
3161678,Rookidee,True,False
3164219,Gourgeist-Large,False,True
3169787,Shedinja,True,True
3170700,Fennekin,True,True
3173116,Munna,True,False
3179149,Ferrothorn,True,True
3181878,Glaceon,False,True
3189888,Snorunt,False,True
3192919,Cyclizar,True,False
3203780,Tandemaus,False,True
3210842,Swalot,False,False
3222798,Revavroom,False,True
3238208,Lycanroc (Dusk),False,True
3239833,Wishiwashi-Solo,False,True
3240069,Bronzong,False,True
3242581,Linoone,False,False
3258190,Squawkabilly -Green/Blue,True,False
3258662,Mega Swampert,False,True
3259945,Cranidos,False,False
3267587,Samurott-Hisuian,False,True
3274961,Clodsire,True,True
3280153,Runerigus,True,True
3281716,Porygon2,False,True
3282271,Gigalith,False,True
3287042,Turtwig,True,True
3290469,Delcatty,False,True
3290847,Tinkaton,False,True
3293483,Simisear,True,True
3294028,Bronzor,True,False
3294910,Gurdurr,False,True
3301452,Ninjask,True,True
3305530,Sigilyph,False,True
3315995,Whismur,True,False
3317916,Delibird,False,True
3319275,Lycanroc (Midnight),True,True
3330559,Meowth-Galarian,True,True
3332619,Spinda,True,False
3332747,Teddiursa,True,False
3333371,Dodrio,False,True
3336876,Furfrou,True,False
3345836,Clefairy,False,True
3356996,Conkeldurr,False,True
3359657,Regigigas,False,True
3360884,Furret,False,True
3362429,Arceus-Dragon,False,True
3369733,Masquerain,True,False
3371606,Luvdisc,True,True
3371728,Clamperl,True,False
3377568,Farfetch'd-Galarian,False,True
3383920,Xatu,False,True
3384988,Alakazam,False,True
3385646,Cyndaquil,False,True
3390566,Bidoof,True,True
3393218,Skwovet,True,False
3405033,Pachirisu,True,True
3419094,Seaking,True,True
3424809,Clamperl,True,False
3426074,Barboach,True,False
3427719,Happiny,False,False
3429330,Falinks,False,True
3432181,Lumineon,False,True
3432849,Vileplume,False,True
3433900,Clefairy,False,True
3443470,Pichu,True,True
3447386,Furret,False,True
3449811,Linoone-Galarian,False,True
3454884,Togetic,False,True
3456344,Anorith,False,False
3458677,Raboot,False,True
3459243,Duosion,False,True
3464842,Zekrom,False,True
3469257,Castform-Sunny,False,True
3469543,Chatot,False,True
3474846,Staravia,False,True
3476913,Fennekin,True,False
3476990,Rotom,False,True
3477898,Blissey,False,True
3478680,Zorua-Hisuian,False,True
3484766,Marill,False,False
3494220,Dugtrio-Alolan,False,False
3494966,Staraptor,False,True
3498265,Rookidee,True,False
3498338,Blaziken,False,False
3511430,Ledyba,True,True
3513848,Vikavolt,False,True
3521450,Garbodor,False,True
3527580,Hariyama,False,False
3527808,Stoutland,False,True
3531626,Lycanroc (Dusk),True,True
3534201,Glaceon,False,True
3545022,Scorbunny,False,True
3555211,Bronzong,False,True
3555501,Sandshrew-Alolan,True,True
3556846,Pangoro,False,True
3557210,Vanillish,False,True
3558233,Rockruff,False,True
3559303,Purrloin,True,False
3566852,Pidgey,True,True
3573678,Kingambit,False,True
3583596,Jellicent,True,True
3588017,Xatu,False,True
3588260,Clamperl,True,False
3588950,Mr. Mime,False,True
3600658,Noivern,False,True
3606300,Ponyta,True,False
3613318,Jigglypuff,True,False
