Pokemon,Encounters
Minccino,5279
Arceus-Electric,1029
Tangrowth,3661
Altaria,9307
Pawmi,3639
Forretress,3626
Zorua,2527
Mankey,3509
Buneary,3589
Thievul,5125
Stunfisk,3558
Heliolisk,3669
Poliwrath,2567
Archen,3662
Seismitoad,2594
Meganium,2634
Duosion,2498
Feebas,9282
Inteleon,2492
Runerigus,3654
Drifblim,7354
Eelektrik,1054
Overqwil,3559
Golisopod,3573
Arceus-Fairy,962
Cufant,3706
Croagunk,3636
Wobbuffet,3715
Frogadier,2633
Morpeko,3592
Slowpoke,3515
Bibarel,3556
Dustox,3748
Numel,3669
Heracross,1020
Goldeen,3502
Trubbish,3677
Cherubi,3570
Foongus,3682
Poltchageist,3662
Toxicroak,3608
Cranidos,9213
Snivy,2663
Exploud,2520
Ursaluna,3497
Braviary-Hisuian,1049
Gogoat,3700
Rattata,3666
Eternamax Eternatus,1010
Dewgong,3568
Doduo,3671
Zoroark-Hisuian,2764
Basculin (Red-Striped),3610
Fraxure,987
Tepig,2627
Mienshao,2615
Dondozo,971
Arceus-Steel,1041
Plusle,3627
Camerupt,3582
Absol,2669
Primeape,3626
Sunkern,2629
Deerling,3672
Revavroom,3656
Mega Sableye,2607
Dottler,3606
Tandemaus,5238
Marowak,3594
Yamask,3653
Voltorb-Hisuian,3688
Monferno,2538
Wattrel,2660
Dipplin,9348
Lechonk,3541
Grookey,2604
Chien-Pao,1057
Garchomp,1028
Rockruff,3608
Mega Manectric,1062
Breloom,7284
Skorupi,1029
Carkol,2756
Mantyke,1090
Clefairy,5137
Samurott-Hisuian,2584
Zubat,3554
Bellibolt,3747
Hitmonlee,3677
Lokix,3574
Beartic,3694
Mega Abomasnow,1008
Torchic,2532
Sunflora,2579
Revavroom -Segin,3694
Miltank,1051
Mega Steelix,3652
Ash-Greninja,2705
Pangoro,3650
Morgrem,3690
Wartortle,2483
Nincada,9208
Munna,5195
Mega Blaziken,2565
Arcanine-Hisuian,1055
Sawk,3592
Rapidash,3609
Sylveon,3627
Silvally-Fire,1015
Pelipper,3668
Mawile,5278
Revavroom -Ruchbah,3609
Slakoth,1040
Baltoy,3608
Geodude,2629
Cherrim-Sunshine,3573
Sandygast,3662
Coalossal,2529
Scatterbug,3639
Omanyte,3778
Nidoqueen,2526
Cursola,5131
Ampharos,2609
Pheromosa,1035
Shellder,1033
Mightyena,3560
Noivern,3645
Gliscor,2639
Burmy,3540
Celesteela,1031
Swablu,9269
Wimpod,3529
Vespiquen,2602
Bramblin,3562
Elgyem,3522
Mimikyu,3676
Silvally-Dark,1042
Kingambit,3653
Cetitan,2628
Electivire,3612
Cinccino,5181
Krabby,3649
Sirfetch'd,3605
Azumarill,5310
Aegislash-Blade,3637
Golem-Alolan,2605
Ludicolo,2561
Pineco,3644
Incineroar,2646
Bewear,3593
Claydol,3525
Rockruff-Own Tempo,3702
Pincurchin,3647
Scyther,3575
Lurantis,3628
Quagsire,3631
Venonat,3646
Weavile,2700
Slowking,3693
Snover,1020
Togepi,5227
Slugma,3532
Chesnaught,2561
Shroodle,2670
Porygon-Z,3664
Mandibuzz,1052
Makuhita,7219
Ralts,1041
Palafin -Zero Form,1008
Drizzile,2554
Vikavolt,3672
Vaporeon,3632
Klawf,3680
Kilowattrel,2553
Quaquaval,2543
Murkrow,2626
Persian-Alolan,3631
Gorebyss,9218
Anorith,9147
Honchkrow,2512
Solrock,5268
Eevee,3636
Whimsicott,3601
Grumpig,5082
Tangela,3609
Pumpkaboo-Average,3458
Latios,978
Electrode,3539
Stunky,3719
Steelix,3672
Patrat,3524
Shellos,3651
Blissey,5098
Whismur,2573
Yanma,3655
Gourgeist-Small,3574
Omastar,3557
Morelull,3524
Aipom,5162
Lotad,2589
Budew,2581
Linoone-Galarian,3623
Seel,3676
Basculegion-Female,3527
Gothitelle,2660
Gossifleur,3542
Naganadel,1012
Farfetch'd,3563
Hippopotas,976
Flittle,2555
Flareon,3536
Zorua-Hisuian,2468
Samurott,2570
Torkoal,3557
Heatran,1023
Gligar,2631
Liepard,3618
Hatenna,992
Fletchinder,2510
Hawlucha,3581
Nosepass,3589
Luxray,2431
Castform,3590
Ekans,3616
Kartana,1020
Swanna,3677
Mewtwo,1061
Tyrogue,3623
Simipour,3488
Jellicent,3556
Tyranitar,1026
Butterfree,3583
Bounsweet,2578
Wormadam-Trash,3509
Wugtrio,3592
Smoliv,2595
Groudon,1029
Voltorb,3643
Appletun,9373
Impidimp,3665
Guzzlord,978
Spinda,5186
Slowbro-Galarian,3574
Alcremie,3596
Quaxly,2515
Electabuzz,3604
Raticate,3553
Ambipom,5146
Raticate-Alolan,3641
Palkia,1049
Diglett,3667
Hitmonchan,3679
Mega Mawile,5196
Joltik,3574
Sandile,2625
Unown,3648
Seaking,3664
Haunter,2606
Mega Latias,1046
Great Tusk,1041
Genesect,1031
Gloom,2614
Bastiodon,9265
Mime Jr.,3676
Grimer,3604
Elekid,3628
Psyduck,3687
Hypno,3606
Muk-Alolan,3739
Sandy Shocks,1042
Xatu,3640
Mega Glalie,3649
Basculin (White-Striped),3616
Nacli,2596
Gourgeist-Large,3544
Lunatone,5198
Mega Latios,1052
Ninetales-Alolan,3572
Mabosstiff,2573
Avalugg-Hisuian,3682
Swinub,1030
Slowking-Galarian,3716
Clobbopus,2553
Jynx,3564
Karrablast,3548
Minior-Core,2522
Oshawott,2588
Sneasler,2620
Ledian,5108
Munchlax,1027
Ninetales,3534
Darmanitan Zen-Galarian,2575
Dugtrio-Alolan,3532
Marill,5160
Shedinja,9331
Falinks,3527
Qwilfish,3557
Diggersby,3570
Toucannon,3654
Cacnea,2573
Klinklang,2566
Mega Blastoise,2521
Squawkabilly -Yellow/White,9508
Pumpkaboo-Super,3562
Shuppet,5146
Zoroark,2560
Tsareena,2571
Rowlet,2639
Cottonee,3538
Pawniard,3717
Grovyle,2565
Gourgeist-Super,3520
Hariyama,7363
Mega Gengar,2568
Silvally-Flying,1035
Cubchoo,3641
Toxtricity,2598
Sceptile,2517
Rhyperior,1032
Zweilous,1043
Tropius,1096
Tauros,1050
Dratini,1122
Wishiwashi-Solo,5213
Dartrix,2609
Basculin (Blue-Striped),3665
Spheal,2550
Pancham,3640
Cobalion,1068
Ribombee,3581
Shuckle,2503
Geodude-Alolan,2649
Salazzle,3661
Rhyhorn,1022
Grotle,2580
Gabite,1069
Excadrill,3555
Weepinbell,2619
Mudsdale,3585
Loudred,2643
Crawdaunt,7236
Masquerain,3584
Buizel,3631
Noibat,3617
Ting-Lu,1033
Golduck,3604
Chikorita,2506
Shiftry,2616
Exeggutor-Alolan,1020
Dugtrio,3582
Drapion,1038
Cinderace,2467
Banette,5136
Spearow,3493
Zacian-Crowned,1106
Mega Lopunny,3662
Scizor,3473
Diglett-Alolan,3654
Arceus-Ground,1011
Mr. Mime,3642
Bronzor,3525
Latias,1029
Gigalith,2523
Goodra,1014
Lopunny,3515
Rufflet,1039
Slurpuff,3569
Spinarak,5221
Horsea,3622
Togekiss,5169
Iron Treads,1030
Roaring Moon,1090
Rillaboom,2564
Nymble,3612
Sealeo,2576
Ledyba,5170
Clauncher,1056
Enamorus-T,1018
Uxie,1044
Chespin,2553
Rotom-F,3660
Whiscash,3573
Octillery,3576
Mega Alakazam,2596
Dubwool,3700
Clawitzer,1004
Primal Groudon,1077
Decidueye-Hisuian,2598
Clefable,5184
Iron Hands,1030
Crabominable,3669
Leafeon,3638
Cascoon,3656
Swoobat,3636
Golett,3654
Turtonator,3446
Petilil,3636
Archaludon,3691
Darmanitan Zen,2586
Wooloo,3573
Herdier,2480
Tranquill,2589
Delibird,5197
Gurdurr,2592
Lucario,2591
Dodrio,3604
Ponyta,3585
Floette,3634
Frosmoth,3690
Arceus-Bug,1020
Metapod,3667
Solgaleo,994
Meowstic ♀,3664
Jigglypuff,5154
Mareanie,3708
Mega Charizard X,2620
Dolliv,2553
Pinsir,1006
Surskit,3627
Hatterene,1003
Durant,3660
Rotom,3667
Wormadam-Sandy,3420
Trapinch,2648
Mega Garchomp,981
Meowth-Galarian,3657
Aegislash-Shield,3635
Cofagrigus,3617
Crustle,3589
Swalot,7177
Empoleon,2522
Floragato,2508
Oricorio-Pom Pom,3635
Quaxwell,2524
Magnezone,3675
Palossand,3693
Pansage,3551
Combusken,2680
Staraptor,2584
Tyrantrum,3616
Rotom-Fan,3686
Pumpkaboo-Small,3594
Silvally-Psychic,1026
Zapdos-Galarian,1054
Litleo,2601
Houndstone,2539
Grimer-Alolan,3652
Toedscruel,2569
Musharna,5227
Darumaka-Galarian,2624
Mienfoo,2630
Skrelp,3600
Phantump,3669
Heatmor,3520
Vivillon,3650
Miraidon,1002
Articuno,1029
Natu,3569
Maushold,5254
Leavanny,2661
Pyukumuku,5086
Furfrou,3574
Froslass,3560
Gimmighoul,1047
Varoom,3569
Tympole,2579
Perrserker,3613
Polteageist,3681
Mega Gallade,1035
Kleavor,3586
Glimmet,2617
Milcery,3578
Servine,2537
Lugia,990
Croconaw,2601
Charmeleon,2635
Lickitung,3588
Totodile,2607
Mudkip,2548
Golbat,3654
Piplup,2555
Mega Metagross,991
Dracozolt,1074
Duraludon,3595
Stoutland,2576
Nuzleaf,2579
Castform-Sunny,3621
Sigilyph,3602
Swirlix,3556
Emboar,2542
Dialga-Orgin,1014
Minior-Meteor,2591
Dialga,972
Spewpa,3662
Primarina,2544
Tinkatuff,2546
Tauros (blaze),1039
Furret,3596
Mega Lucario,2567
Braviary,1077
Brute Bonnet,976
Combee,2649
Kingler,3623
Farigiraf,3650
Bergmite,3544
Darumaka,2678
Swellow,2525
Shaymin-Sky form,2574
Ponyta-Galarian,3644
Abra,2673
Snom,3646
Barbaracle,3629
Wailmer,7234
Mothim,3647
Mega Gyarados,1045
Mega Audino,5089
Sandslash-Alolan,3659
Seviper,7235
Chimchar,2555
Aggron,995
Tyrunt,3702
Slaking,1009
Zamazenta-Crowned,1022
Mismagius,5161
Charizard,2601
Rabsca,4976
Exeggutor,1034
Bellsprout,2542
Treecko,2718
Obstagoon,3609
Urshifu-Single Strike,1033
Skwovet,3533
Gouging Fire,1061
Silvally-Dragon,1072
Florges,3553
Rotom-H,3644
Thwackey,2622
Tornadus-I,1021
Nidorino,2577
Charmander,2468
Shieldon,9392
Toedscool,2581
Dewott,2488
Iron Moth,1070
Palpitoad,2538
Zeraora,1062
Bidoof,3624
Feraligatr,2561
Mega Beedrill,3525
Metagross,999
Scraggy,3487
Golem,2584
Sneasel-Hisuian,2549
Arceus-Normal,1057
Mega Pidgeot,2651
Golurk,3643
Charcadet,1052
Parasect,3732
Barraskewda,1034
Mega Ampharos,2572
Arctibax,998
Mr. Rime,3678
Sliggoo,1075
Togetic,5131
Garbodor,3627
Helioptile,3635
Staravia,2733
Oinkologne-M,3598
Corsola-Galarian,5199
Sableye,2564
Mega Aerodactyl,1008
Avalugg,3545
Mega Venusaur,2712
Landorus-I,1009
Snorunt,3602
Whirlipede,2522
Sentret,3608
Clodsire,3463
Revavroom -Schedar,3660
Onix,3584
Shiinotic,3638
Cutiefly,3675
Machamp,2617
Lickilicky,3603
Roselia,2583
Basculegion-Male,3665
Carnivine,1012
Drilbur,3533
Silvally-Steel,992
Torterra,2577
Starly,2542
Amaura,3589
Binacle,3590
Larvitar,991
Gourgeist-Average,3543
Cloyster,1017
Bayleef,2508
Jirachi,966
Maschiff,2659
Litten,2602
Hoothoot,3555
Lairon,1020
Victini,1059
Oinkologne-F,3625
Pyroar,2616
Nihilego,1023
Glimmora,2579
Pumpkaboo-Large,3676
Weezing,3599
Paras,3611
Cherrim-Overcast,3543
Flutter Mane,982
Fearow,3607
Cramorant,3674
Espathra,2574
Weedle,3595
Druddigon,3592
Galvantula,3677
Sobble,2589
Panpour,3527
Luxio,2599
Ivysaur,2587
Aron,1020
Dewpider,3631
Litwick,2592
Typhlosion-Hisuian,2661
Glalie,3596
Delphox,2595
Froakie,2623
Magmortar,3661
Quilladin,2579
Caterpie,3561
Nidoran♀,2558
Gastly,2612
Magby,3595
Arceus-Rock,1006
Mega Kangaskhan,3608
Silvally-Ghost,1034
Sinistcha,3573
Espeon,3533
Flabébé,3733
Magmar,3703
Abomasnow,1038
Snorlax,1074
Gastrodon,3694
Mega Swampert,2556
Silicobra,3569
Maractus,3598
Beheeyem,3655
Wooper,3632
Emolga,3674
Virizion,981
Revavroom -Navi,3743
Machoke,2629
Zacian,998
Fidough,2638
Urshifu-Rapid Strike,1072
Sandshrew,3604
Tatsugiri,2706
Greninja,2590
Iron Bundle,1028
Meowth-Alolan,3726
Nickit,5214
Necrozma,999
Terapagos,1029
Capsakid,3646
Purrloin,3600
Glameow,5052
Arctovish,1004
Glaceon,3562
Chatot,2639
Wiglett,3733
Lycanroc (Midnight),3570
Chewtle,3531
Frillish,3626
Silcoon,3580
Reuniclus,2510
Kommo-o,1032
Lombre,2609
Bagon,1039
Silvally-Fighting,1011
Yveltal,982
Cleffa,5061
Zekrom,1025
Remoraid,3702
Drifloon,7114
Poliwhirl,2615
Aromatisse,3624
Eldegoss,3636
Kakuna,3648
Ducklett,3675
Rotom-W,3607
Minun,3627
Pawmo,3644
Manectric,1026
Volcanion,1075
Graveler-Alolan,2570
Silvally-Normal,1080
Pignite,2658
Steenee,2586
Venipede,2607
Hakamo-o,1015
Celebi,2571
Meloetta-Aria,1035
Giratina,1035
Bombirdier,1015
Regigigas,1030
Mega Absol,2596
Annihilape,3714
Bouffalant,3576
Castform-Rainy,3696
Zebstrika,3705
Wingull,3696
Crocalor,2491
Torracat,2602
Xerneas,1068
Melmetal,1027
Ogerpon,1075
Zigzagoon-Galarian,3543
Dhelmise,3618
Finizen,1059
Escavalier,3587
Pawmot,3668
Tapu Fini,1040
Jumpluff,2550
Ursaring,3660
Drowzee,3595
Mega Pinsir,1024
Iron Valiant,1056
Kricketune,2577
Blastoise,2516
Iron Thorns,1031
Hoopa-Unbound,1053
Bellossom,2588
Kricketot,2594
Ogerpon -Wellspring Mask,1011
Ariados,5141
Primal Kyogre,1064
Magnemite,3720
Cryogonal,3650
Baxcalibur,1025
Bulbasaur,2578
Dedenne,3626
Swampert,2609
Corvisquire,2689
Linoone,3569
Arbok,3566
Solosis,2596
White Kyurem,1041
Brionne,2660
Ursaluna -Bloodmoon,3532
Larvesta,1090
Boldore,2533
Stufful,3625
Silvally-Poison,1052
Victreebel,2588
Grafaiai,2554
Electrike,1048
Palafin -Hero Form,965
Beldum,1042
Flaaffy,2493
Decidueye,2679
Lanturn,1007
Yamask-Galarian,3548
Ferrothorn,3633
Arrokuda,1033
Muk,3661
Mega Mewtwo Y,1068
Calyrex-Ice Rider,1062
Popplio,2616
Poliwag,2538
Kadabra,2555
Gallade,1088
Doublade,3612
Persian,3635
Staryu,1024
Magneton,3657
Mega Diancie,1027
Seadra,3614
Rellor,5138
Lampent,2491
Zamazenta,991
Girafarig,3566
Orbeetle,3691
Seedot,2569
Thundurus-T,1077
Tinkaton,2625
Mega Tyranitar,1027
Krokorok,2545
Suicune,1009
Castform-Snowy,3610
Palkia-Orgin,1022
Sewaddle,2549
Terapagos -Terastal Form,1034
Chandelure,2580
Nidoking,2557
Fennekin,2546
Buzzwole,1056
Chi-Yu,1058
Meowscarada,2604
Bunnelby,3672
Vileplume,2585
Happiny,5211
Mega Charizard Y,2478
Magikarp,1052
Reshiram,1050
Timburr,2652
Prinplup,2558
Blitzle,3524
Ho-Oh,1095
Walrein,2678
Pidgey,2535
Pichu,3598
Typhlosion,2572
Piloswine,1060
Vullaby,1051
Grapploct,2544
Mega Scizor,3543
Greavard,2527
Tauros (Aqua),1015
Tirtouga,3621
Shaymin,2582
Pikachu,3559
Arceus-Fire,1043
Moltres-Galarian,1048
Naclstack,2582
Dudunsparce,3675
Rattata-Alolan,3630
Black Kyurem,1020
Darmanitan,2587
Raichu,3469
Sprigatito,2561
Silvally-Ground,984
Frigibax,1037
Alakazam,2539
Darmanitan-Galarian,2534
Haxorus,1007
Pidove,2492
Terapagos -Stellar Form,1056
Kabutops,3636
Serperior,2635
Zarude,1019
Brambleghast,3632
Lunala,1043
Bronzong,3561
Squirtle,2553
Regieleki,1084
Hitmontop,3657
Cyndaquil,2650
Gumshoos,3596
Calyrex-Shadow Rider,997
Lycanroc (Dusk),3571
Tynamo,1083
Arceus-Dragon,1052
Axew,1078
Iron Boulder,1089
Komala,1039
Eiscue-Ice Face,1000
Greedent,3633
Nidorina,2630
Braixen,2623
Metang,1056
Turtwig,2525
Tapu Lele,1036
Wynaut,3626
Zapdos,1033
Tentacruel,1079
Giratina-Origin,1058
Glastrier,1002
Scolipede,2576
Dracovish,997
Simisear,3594
Shinx,2501
Venusaur,2562
Deoxys-Defense,1059
Wo-Chien,1036
Oricorio-Sensu,3700
Zygarde-Complete,1016
Growlithe-Hisuian,1060
Graveler,2540
Arceus-Dark,1084
Arceus-Ghost,1006
Arcanine,1012
Talonflame,2575
Drakloak,1057
Azelf,1039
Donphan,3681
Wurmple,3587
Aerodactyl,1047
Relicanth,1034
Raging Bolt,1062
Rayquaza,1046
Dreepy,1034
Okidogi,1134
Vigoroth,1076
Flamigo,2547
Blacephalon,1061
Mega Slowbro,3620
Carbink,1023
Medicham,3575
Copperajah,3570
Cacturne,2608
Arctozolt,1055
Silvally-Bug,1031
Passimian,1023
Dwebble,3610
Mantine,1017
Meltan,1101
Oricorio-Baile,3607
Gyarados,1035
Necrozma-Dusk Mane,996
Houndour,995
Silvally-Ice,928
Tornadus-T,997
Gothita,2590
Mega Gardevoir,1129
Ogerpon -Cornerstone Mask,1027
Cosmoem,1053
Wyrdeer,1029
Poipole,985
Electrode-Hisuian,3639
Taillow,2591
Salandit,3585
Skiploom,2565
Gothorita,2594
Dragalge,3639
Ogerpon -Hearthflame Mask,1015
Pidgeot,2570
Type: Null,1048
Sandslash,3615
Tapu Bulu,983
Registeel,1016
Walking Wake,1060
Arceus-Psychic,1013
Gholdengo,1077
Araquanid,3611
Exeggcute,1005
Slither Wing,1038
Dragapult,1051
Regirock,1038
Arceus-Ice,999
Darkrai,996
Vanillite,1067
Mega Sceptile,2604
Mesprit,1036
Blaziken,2555
Quilava,2538
Silvally-Grass,1017
Cosmog,973
Vanillish,1049
Diancie,1086
Dragonair,1072
Kyogre,1004
Chinchou,987
Mudbray,3551
Entei,1011
Spritzee,3641
Salamence,1059
Magearna,1012
Articuno-Galarian,995
Ceruledge,1038
Dragonite,1085
Zygarde-10%,1052
Flygon,2547
Deoxys-Speed,1041
Mamoswine,1025
Regidrago,989
Carvanha,1046
Tapu Koko,1062
Mega Mewtwo X,1069
Kubfu,1047
Mega Rayquaza,1061
Silvally-Water,1100
Grubbin,3644
Armarouge,1035
Stonjourner,1024
Hoppip,2562
Deino,1055
Cresselia,1057
Eiscue-Noice Face,1053
Fuecoco,2611
Orthworm,1027
Scream Tail,986
Arceus-Poison,996
Gardevoir,1036
Eelektross,1072
Starmie,991
Kirlia,1036
Arceus-Grass,970
Terrakion,1048
Gible,1040
Oranguru,1029
Sharpedo,1016
Pupitar,1022
Manaphy,1010
Tauros (combat),1008
Kyurem,1011
Xurkitree,1026
Koraidon,1099
Keldeo,1017
Deoxys,994
Volcarona,1027
Raikou,1049
Silvally-Rock,985
Sliggoo-Hisuian,1035
Marshadow,989
Eternatus,972
Ditto,3618
Hattrem,1056
Tentacool,1028
Silvally-Fairy,1059
Landorus-T,1010
Goodra-Hisuian,991
Shelgon,1014
Calyrex,1002
Iron Crown,1040
Pidgeotto,2541
Zygarde-50%,1072
Ultra Necrozma,1012
Stantler,1024
Spectrier,1015
Moltres,1066
Necrozma-Dawn Wings,1054
Hoopa-Confined,1013
Lapras,1004
Arceus-Flying,1077
Stakataka,991
Iron Leaves,1019
Mega Heracross,969
Fezandipiti,986
Munkidori,945
Mega Aggron,1036
Skarmory,988
Mega Sharpedo,974
