Pokemon,Encounters
Zubat,567296
Archaludon,569022
Salandit,567964
Arctibax,161953
Basculin (White-Striped),569546
Scrafty,568324
Mega Blaziken,407514
Farigiraf,567975
Voltorb,568817
Mega Kangaskhan,569431
Ivysaur,405672
Eelektrik,162320
Octillery,569606
Electrode,569070
Silvally-Rock,162703
Landorus-I,162353
Raikou,162558
Pyukumuku,812638
Klink,405903
Magnemite,568829
Mega Salamence,162443
Tangrowth,569275
Swanna,569629
Vileplume,404976
Throh,569024
Duraludon,568611
Dartrix,404915
Landorus-T,162132
Mega Lucario,406189
Doduo,568543
Tyranitar,162244
Rattata-Alolan,568724
Mega Lopunny,568925
Sceptile,405659
Corsola,813203
Dunsparce,568648
Ledyba,812614
Ursaluna -Bloodmoon,568363
Floatzel,568644
Solgaleo,162383
Beldum,162258
Virizion,162121
Chien-Pao,162672
Simisage,568398
Sawk,567538
Revavroom -Caph,568356
Nidoran♂,406127
Swellow,405756
Mega Aggron,162419
Sewaddle,406525
Avalugg-Hisuian,567944
Larvesta,162913
Slowking,568968
Milcery,569293
Whirlipede,407029
Metagross,162695
Mienshao,406271
Weavile,406461
Zapdos,162449
Inteleon,406104
Floette,568553
Solosis,406684
Mienfoo,405168
Whiscash,568272
Castform-Rainy,569140
Karrablast,568336
Zekrom,162800
Diglett,567615
Thievul,813087
Rolycoly,406345
Paras,567685
Basculegion-Female,568966
Shroodle,405337
Bellsprout,407114
Skiploom,405331
Iron Bundle,162614
Shuckle,406694
Primeape,568204
Ninetales-Alolan,569660
Ribombee,568810
Mega Scizor,567479
Silvally-Poison,162129
Volcarona,162395
Wormadam-Plant,568044
Aegislash-Blade,567818
Sneasler,406269
Sentret,569619
Roserade,405346
Gourgeist-Small,569225
Ariados,812835
Rayquaza,161748
Spheal,405691
Iron Crown,161964
Golett,567860
Ceruledge,162438
Gastly,406431
Charmander,405202
Oinkologne-M,567944
Corviknight,405843
Wugtrio,568688
Diglett-Alolan,570510
Wurmple,568654
Machop,406983
Electivire,566896
Tapu Bulu,163005
Shellder,162408
Sylveon,568847
Raticate,567886
Clodsire,569172
Pineco,569242
Boldore,407157
Froakie,406082
Yanma,569128
Terapagos,162521
Silvally-Psychic,162709
Servine,405021
Buizel,568655
Staravia,405661
Samurott-Hisuian,407172
Delphox,405560
Bisharp,567625
Bounsweet,406760
Gossifleur,567626
Squirtle,406083
Croconaw,406160
Slaking,161908
Phantump,568742
Slowpoke,567670
Staraptor,405505
Lotad,405288
Cacturne,406078
Eiscue-Ice Face,163042
Sandy Shocks,162074
Zamazenta,162405
Ekans,568841
Incineroar,405262
Goodra,162196
Mega Slowbro,567951
Stufful,568879
Tyrantrum,569310
Black Kyurem,161843
Silvally-Dark,161887
Tsareena,405924
Bayleef,405250
Gouging Fire,162533
Aegislash-Shield,567796
Necrozma-Dusk Mane,162651
Delibird,812306
Frillish,569330
Fletchinder,405482
Sandile,406487
Rotom-F,568791
Tentacool,162667
Gible,162474
Prinplup,405804
Darmanitan-Galarian,406246
Enamorus-I,162607
Rhyperior,162557
Burmy,569336
Houndstone,406655
Seismitoad,406099
Mimikyu,569136
Rookidee,407023
Machamp,406365
Blipbug,569240
Guzzlord,162877
Electrode-Hisuian,567234
Magikarp,162442
Weepinbell,404781
Arboliva,406451
Nuzleaf,405426
Wormadam-Trash,569159
Tyrogue,568544
Croagunk,568857
Quaxwell,406087
Spritzee,569321
Zarude,162385
Lanturn,161449
Espeon,567773
Mudbray,567489
Scorbunny,406090
Ludicolo,406676
Seedot,406955
Suicune,162523
Sunflora,406978
Deoxys,162163
Amoonguss,567889
Morpeko,569220
Wimpod,569080
Wooper,568885
Manaphy,162930
Zygarde-Complete,162551
Buzzwole,162243
Lokix,567929
Sprigatito,406677
Beautifly,569116
Zorua,405407
Treecko,404842
Deino,162269
Electrike,162690
Braixen,405633
Wartortle,406704
Giratina-Origin,162610
Dwebble,569088
Garchomp,162079
Stoutland,405163
Mega Steelix,568485
Mega Metagross,162293
Palafin -Hero Form,162007
Tauros (combat),162462
Exploud,406851
Tapu Fini,162676
Heatran,162313
Kingambit,569031
Stakataka,162755
Arceus-Flying,162660
Gimmighoul,162454
Articuno,161840
Fuecoco,405969
Thundurus-T,162353
Gothitelle,406983
Growlithe,163122
Medicham,568036
Greninja,406535
Tirtouga,569278
Spiritomb,568670
Great Tusk,162265
Mega Venusaur,405998
Iron Valiant,161855
Vespiquen,405160
Golem-Alolan,405748
Steenee,405986
Cosmoem,162441
Raticate-Alolan,568711
Carbink,162302
Starmie,162583
Iron Hands,162357
Dragapult,162359
Silvally-Fighting,162482
Mabosstiff,406750
Toedscruel,407098
Escavalier,567548
Trubbish,568794
Tadbulb,568591
Wo-Chien,162931
Mega Heracross,162154
Munchlax,162232
Mega Absol,405917
Dachsbun,406888
Leafeon,568239
Oddish,406560
Mega Glalie,569202
Mandibuzz,162980
Unown,568798
Relicanth,162463
Absol,406256
Mega Diancie,162955
Arceus-Poison,162405
Spectrier,162456
Latias,162079
Zygarde-50%,162029
Pinsir,162017
Oshawott,406208
Jirachi,162175
Lilligant,568819
Glimmora,405638
Shaymin,405960
Silvally-Fire,162604
Revavroom -Navi,569597
Ralts,162333
Arceus-Dark,162323
Iron Jugulis,162126
Poliwhirl,406103
Brute Bonnet,162377
Terapagos -Stellar Form,162915
Pumpkaboo-Average,568455
Yveltal,162117
Hoopa-Confined,162180
Mega Gallade,162609
Iron Thorns,162821
Jangmo-o,162054
Serperior,407333
Arcanine,162079
Lurantis,569214
Cetitan,406634
Silvally-Electric,161866
Honchkrow,406283
Ogerpon -Hearthflame Mask,162148
Zacian-Crowned,162285
Arceus-Ice,162614
Ho-Oh,162042
Mewtwo,162862
Scolipede,406596
Kilowattrel,405432
Articuno-Galarian,162668
Nosepass,568901
Iron Moth,162933
Celebi,405404
Samurott,405191
Abomasnow,162533
Nidorino,405977
Zygarde-10%,162696
Mega Alakazam,406812
Marshadow,161853
Hattrem,162052
Golem,405499
Palafin -Zero Form,163097
Mega Gyarados,162093
Meltan,162413
Arcanine-Hisuian,162490
Urshifu-Single Strike,162447
Sealeo,407053
Mantyke,163042
Riolu,406434
Kecleon,406273
Feraligatr,406483
Piloswine,163081
Eelektross,162231
Dratini,162585
Crocalor,405686
Deoxys-Defense,162842
Arceus-Electric,162489
Glastrier,162613
Tropius,161374
Eternatus,161863
Braviary-Hisuian,162224
Naclstack,405506
Popplio,405965
Mime Jr.,569426
Cinderace,404708
Machoke,406090
Miltank,162612
Mega Pinsir,162454
Raging Bolt,162200
Salamence,162003
Regigigas,163067
Cetoddle,405411
Moltres-Galarian,162022
Iron Leaves,161875
Necrozma,162969
Primarina,406383
Mega Sharpedo,162636
Calyrex-Ice Rider,163323
Thundurus-I,162233
Murkrow,406616
Tauros,162679
Beedrill,566344
Seaking,567827
Gholdengo,162991
Pupitar,162254
Gardevoir,162693
Tynamo,162600
Silvally-Ground,162691
Seadra,567768
Arceus-Rock,162841
Sigilyph,568384
Tapu Lele,161274
Bagon,162425
Meloetta-Aria,162894
Mega Mewtwo Y,162926
Charcadet,162261
Linoone,568894
Bombirdier,163007
Litleo,405533
Mega Abomasnow,162966
Entei,162643
Drapion,162156
Terrakion,161928
Primal Kyogre,161906
Cloyster,162401
Zacian,162415
Carnivine,161995
Metang,163080
Mega Manectric,162516
Tentacruel,162739
Regidrago,162542
Poipole,162433
Zapdos-Galarian,162573
Type: Null,162971
Sneasel,406341
Silvally-Ghost,162000
Trapinch,406429
Arceus-Grass,161669
Slither Wing,162186
Exeggutor-Alolan,162424
Goomy,162751
Kartana,162114
Stonjourner,162055
Mega Houndoom,162790
Frogadier,405482
Zweilous,162526
Iron Boulder,162464
Calyrex-Shadow Rider,162550
Terapagos -Terastal Form,162881
Hydreigon,162463
Snover,162424
Flabébé,567326
Mega Gengar,405613
Pidgeotto,406248
Registeel,162694
Tauros (Aqua),161852
Gabite,162463
Lunala,162300
Hoopa-Unbound,162982
Slakoth,162158
Mega Aerodactyl,162589
Dreepy,162552
Armarouge,163330
Eternamax Eternatus,162168
Volcanion,162002
Rhydon,161877
Snorlax,162560
Sliggoo,163039
Tornadus-T,162042
Mega Rayquaza,162759
Barraskewda,162174
Dondozo,162870
Rhyhorn,162575
Zamazenta-Crowned,162548
Arceus-Ghost,162487
Kubfu,162250
Haxorus,162101
Mesprit,162068
Dracozolt,162447
Primal Groudon,162400
Gyarados,163122
Calyrex,162199
Wyrdeer,162641
Lairon,162255
Naganadel,162500
Vanillish,161957
Meloetta-Pirouette,162724
Ting-Lu,161728
Skarmory,163599
Swinub,162309
Hakamo-o,162932
Arctovish,162192
Scream Tail,162296
Houndoom,162627
Arceus-Psychic,162059
Blacephalon,162468
Magearna,162415
Necrozma-Dawn Wings,162749
Uxie,163366
Kyurem,161960
Eiscue-Noice Face,162405
