Pokemon,Encounters
Krabby,320
Sirfetch'd,332
Azumarill,460
Aegislash-Blade,310
Golem-Alolan,235
Ludicolo,239
Pineco,324
Incineroar,223
Bewear,325
Claydol,332
Rockruff-Own Tempo,331
Pincurchin,318
Scyther,350
Lurantis,343
Quagsire,350
Venonat,298
Weavile,224
Slowking,363
Snover,88
Togepi,469
Slugma,323
Chesnaught,232
Shroodle,226
Porygon-Z,370
Mandibuzz,101
Makuhita,655
Ralts,93
Palafin -Zero Form,89
Drizzile,211
Vikavolt,311
Vaporeon,313
Klawf,330
Kilowattrel,215
Quaquaval,246
Murkrow,246
Persian-Alolan,315
Gorebyss,838
Anorith,813
Honchkrow,218
Solrock,478
Eevee,335
Whimsicott,286
Grumpig,482
Tangela,310
Pumpkaboo-Average,281
Latios,82
Electrode,285
Stunky,393
Steelix,336
Patrat,331
Shellos,312
Blissey,448
Whismur,224
Yanma,320
Gourgeist-Small,339
Omastar,318
Morelull,310
Aipom,461
Lotad,238
Budew,230
Linoone-Galarian,314
Seel,328
Basculegion-Female,341
Gothitelle,231
Gossifleur,318
Naganadel,89
Farfetch'd,317
Hippopotas,80
Flittle,261
Flareon,303
Zorua-Hisuian,205
Samurott,230
Torkoal,328
Heatran,88
Gligar,224
Liepard,316
Hatenna,90
Fletchinder,210
Hawlucha,327
Nosepass,333
Luxray,213
Castform,339
Ekans,310
Kartana,85
Swanna,327
Mewtwo,95
Tyrogue,340
Simipour,351
Jellicent,347
Tyranitar,84
Butterfree,280
Bounsweet,230
Wormadam-Trash,327
Wugtrio,319
Smoliv,227
Groudon,96
Voltorb,319
Appletun,820
Impidimp,329
Guzzlord,89
Spinda,425
Slowbro-Galarian,320
Alcremie,336
Quaxly,235
Electabuzz,305
Raticate,333
Ambipom,470
Raticate-Alolan,330
Palkia,92
Diglett,336
Hitmonchan,324
Mega Mawile,469
Joltik,316
Sandile,241
Unown,313
Seaking,327
Haunter,229
Mega Latias,97
Great Tusk,104
Genesect,95
Gloom,245
Bastiodon,811
Mime Jr.,327
Grimer,300
Elekid,334
Psyduck,345
Hypno,322
Muk-Alolan,316
Sandy Shocks,96
Xatu,326
Mega Glalie,321
Basculin (White-Striped),313
Nacli,238
Gourgeist-Large,323
Lunatone,510
Mega Latios,98
Ninetales-Alolan,343
Mabosstiff,239
Avalugg-Hisuian,314
Swinub,102
Slowking-Galarian,320
Clobbopus,229
Jynx,317
Karrablast,348
Minior-Core,222
Oshawott,231
Sneasler,236
Ledian,477
Munchlax,100
Ninetales,309
Darmanitan Zen-Galarian,255
Dugtrio-Alolan,334
Marill,457
Shedinja,866
Falinks,314
Qwilfish,303
Diggersby,333
Toucannon,325
Cacnea,225
Klinklang,231
Mega Blastoise,218
Squawkabilly -Yellow/White,863
Pumpkaboo-Super,334
Shuppet,455
Zoroark,220
Tsareena,246
Rowlet,220
Cottonee,305
Pawniard,373
Grovyle,249
Gourgeist-Super,307
Hariyama,650
Mega Gengar,253
Silvally-Flying,79
Cubchoo,319
Toxtricity,233
Sceptile,221
Rhyperior,85
Zweilous,106
Tropius,93
Tauros,93
Dratini,103
Wishiwashi-Solo,425
Dartrix,239
Basculin (Blue-Striped),330
Spheal,250
Pancham,365
Cobalion,97
Ribombee,306
Shuckle,222
Geodude-Alolan,249
Salazzle,342
Rhyhorn,85
Grotle,229
Gabite,98
Excadrill,309
Weepinbell,239
Mudsdale,298
Loudred,257
Crawdaunt,668
Masquerain,314
Buizel,328
Noibat,308
Ting-Lu,96
Golduck,322
Chikorita,239
Shiftry,255
Exeggutor-Alolan,92
Dugtrio,342
Drapion,95
Cinderace,219
Banette,418
Spearow,319
Zacian-Crowned,91
Mega Lopunny,350
Scizor,315
Diglett-Alolan,323
Arceus-Ground,93
Mr. Mime,307
Bronzor,313
Latias,96
Gigalith,222
Goodra,84
Lopunny,317
Rufflet,110
Slurpuff,305
Spinarak,498
Horsea,343
Togekiss,435
Iron Treads,80
Roaring Moon,90
Rillaboom,217
Nymble,283
Sealeo,253
Ledyba,458
Clauncher,88
Enamorus-T,98
Uxie,88
Chespin,213
Rotom-F,321
Whiscash,317
Octillery,308
Mega Alakazam,252
Dubwool,344
Clawitzer,75
Primal Groudon,100
Decidueye-Hisuian,243
Clefable,448
Iron Hands,93
Crabominable,314
Leafeon,344
Cascoon,320
Swoobat,294
Golett,325
Turtonator,313
Petilil,329
Archaludon,352
Darmanitan Zen,236
Wooloo,300
Herdier,204
Tranquill,234
Delibird,470
Gurdurr,218
Lucario,214
Dodrio,342
Ponyta,302
Floette,312
Frosmoth,351
Arceus-Bug,96
Metapod,336
Solgaleo,85
Meowstic ♀,287
Jigglypuff,445
Mareanie,340
Mega Charizard X,219
Dolliv,201
Pinsir,92
Surskit,318
Hatterene,100
Durant,334
Rotom,322
Wormadam-Sandy,322
Trapinch,272
Mega Garchomp,87
Meowth-Galarian,325
Aegislash-Shield,324
Cofagrigus,338
Crustle,308
Swalot,669
Empoleon,248
Floragato,243
Oricorio-Pom Pom,330
Quaxwell,207
Magnezone,315
Palossand,330
Pansage,331
Combusken,264
Staraptor,231
Tyrantrum,319
Rotom-Fan,325
Pumpkaboo-Small,300
Silvally-Psychic,82
Zapdos-Galarian,87
Litleo,221
Houndstone,249
Grimer-Alolan,326
Toedscruel,238
Musharna,460
Darumaka-Galarian,239
Mienfoo,209
Skrelp,303
Phantump,335
Heatmor,314
Vivillon,299
Miraidon,77
Articuno,93
Natu,342
Maushold,470
Leavanny,237
Pyukumuku,462
Furfrou,306
Froslass,353
Gimmighoul,93
Varoom,323
Tympole,215
Perrserker,356
Polteageist,333
Mega Gallade,87
Kleavor,316
Glimmet,228
Milcery,316
Servine,233
Lugia,97
Croconaw,266
Charmeleon,237
Lickitung,297
Totodile,224
Mudkip,226
Golbat,314
Piplup,229
Mega Metagross,95
Dracozolt,92
Duraludon,319
Stoutland,209
Nuzleaf,221
Castform-Sunny,323
Sigilyph,325
Swirlix,323
Emboar,210
Dialga-Orgin,84
Minior-Meteor,243
Dialga,75
Spewpa,328
Primarina,261
Tinkatuff,226
Tauros (blaze),97
Furret,352
Mega Lucario,245
Braviary,101
Brute Bonnet,91
Combee,255
Kingler,297
Farigiraf,304
Bergmite,305
Darumaka,249
Swellow,233
Shaymin-Sky form,212
Ponyta-Galarian,313
Abra,227
Snom,323
Barbaracle,331
Wailmer,625
Mothim,307
Mega Gyarados,104
Mega Audino,427
Sandslash-Alolan,330
Seviper,676
Chimchar,238
Aggron,90
Tyrunt,302
Slaking,82
Zamazenta-Crowned,88
Mismagius,451
Charizard,223
Rabsca,474
Exeggutor,103
Bellsprout,218
Treecko,232
Obstagoon,330
Urshifu-Single Strike,75
Skwovet,304
Gouging Fire,97
Silvally-Dragon,101
Florges,325
Rotom-H,342
Thwackey,229
Tornadus-I,93
Nidorino,222
Charmander,230
Shieldon,866
Toedscool,267
Dewott,247
Iron Moth,89
Palpitoad,221
Zeraora,100
Bidoof,314
Feraligatr,240
Mega Beedrill,328
Metagross,94
Scraggy,299
Golem,232
Sneasel-Hisuian,214
Arceus-Normal,99
Mega Pidgeot,247
Golurk,316
Charcadet,91
Parasect,360
Barraskewda,85
Mega Ampharos,221
Arctibax,89
Mr. Rime,304
Sliggoo,95
Togetic,490
Garbodor,307
Helioptile,328
Staravia,261
Oinkologne-M,332
Corsola-Galarian,428
Sableye,245
Mega Aerodactyl,93
Avalugg,330
Mega Venusaur,245
Landorus-I,87
Snorunt,338
Whirlipede,201
Sentret,310
Clodsire,304
Revavroom -Schedar,323
Onix,313
Shiinotic,311
Cutiefly,300
Machamp,274
Lickilicky,338
Roselia,221
Basculegion-Male,324
Carnivine,94
Drilbur,323
Silvally-Steel,85
Torterra,232
Starly,235
Amaura,309
Binacle,343
Larvitar,102
Gourgeist-Average,300
Cloyster,84
Bayleef,213
Jirachi,94
Maschiff,265
Litten,227
Hoothoot,364
Lairon,96
Victini,99
Oinkologne-F,337
Pyroar,269
Nihilego,97
Glimmora,236
Pumpkaboo-Large,319
Weezing,312
Paras,310
Cherrim-Overcast,309
Flutter Mane,84
Fearow,304
Cramorant,355
Espathra,234
Weedle,313
Druddigon,320
Galvantula,320
Sobble,233
Panpour,346
Luxio,219
Ivysaur,274
Aron,105
Dewpider,308
Litwick,216
Typhlosion-Hisuian,237
Glalie,312
Delphox,219
Froakie,241
Magmortar,344
Quilladin,224
Caterpie,342
Nidoran♀,199
Gastly,244
Magby,355
Arceus-Rock,84
Mega Kangaskhan,306
Silvally-Ghost,86
Sinistcha,336
Espeon,336
Flabébé,351
Magmar,338
Abomasnow,90
Snorlax,116
Gastrodon,349
Mega Swampert,221
Silicobra,271
Maractus,336
Beheeyem,291
Wooper,332
Emolga,294
Virizion,80
Revavroom -Navi,347
Machoke,245
Zacian,94
Fidough,253
Urshifu-Rapid Strike,92
Sandshrew,310
Tatsugiri,235
Greninja,253
Iron Bundle,84
Meowth-Alolan,352
Nickit,449
Necrozma,78
Terapagos,114
Capsakid,319
Purrloin,328
Glameow,462
Arctovish,98
Glaceon,322
Chatot,218
Wiglett,314
Lycanroc (Midnight),318
Chewtle,322
Frillish,341
Silcoon,351
Reuniclus,222
Kommo-o,89
Lombre,247
Bagon,100
Silvally-Fighting,103
Yveltal,81
Cleffa,469
Zekrom,102
Remoraid,343
Drifloon,625
Poliwhirl,217
Aromatisse,331
Eldegoss,353
Kakuna,336
Ducklett,319
Rotom-W,339
Minun,334
Pawmo,331
Manectric,98
Volcanion,102
Graveler-Alolan,245
Silvally-Normal,91
Pignite,240
Steenee,219
Venipede,231
Hakamo-o,112
Celebi,218
Meloetta-Aria,93
Giratina,96
Bombirdier,94
Regigigas,102
Mega Absol,263
Annihilape,349
Bouffalant,336
Castform-Rainy,321
Zebstrika,324
Wingull,284
Crocalor,240
Torracat,234
Xerneas,87
Melmetal,84
Ogerpon,89
Zigzagoon-Galarian,301
Dhelmise,300
Finizen,100
Escavalier,298
Pawmot,311
Tapu Fini,84
Jumpluff,229
Ursaring,290
Drowzee,358
Mega Pinsir,104
Iron Valiant,98
Kricketune,215
Blastoise,240
Iron Thorns,82
Hoopa-Unbound,93
Bellossom,188
Kricketot,211
Ogerpon -Wellspring Mask,99
Ariados,431
Primal Kyogre,88
Magnemite,328
Cryogonal,274
Baxcalibur,89
Bulbasaur,260
Dedenne,318
Swampert,220
Corvisquire,239
Linoone,311
Arbok,327
Solosis,217
White Kyurem,96
Brionne,238
Ursaluna -Bloodmoon,333
Larvesta,117
Boldore,215
Stufful,317
Silvally-Poison,101
Victreebel,235
Grafaiai,227
Electrike,77
Palafin -Hero Form,95
Beldum,95
Flaaffy,238
Decidueye,227
Lanturn,87
Yamask-Galarian,328
Ferrothorn,304
Arrokuda,104
Muk,300
Mega Mewtwo Y,123
Calyrex-Ice Rider,102
Popplio,242
Poliwag,222
Kadabra,236
Gallade,101
Doublade,314
Persian,327
Staryu,101
Magneton,351
Mega Diancie,98
Seadra,316
Rellor,448
Lampent,217
Zamazenta,86
Girafarig,311
Orbeetle,327
Seedot,234
Thundurus-T,103
Tinkaton,244
Mega Tyranitar,100
Krokorok,223
Suicune,101
Castform-Snowy,301
Palkia-Orgin,75
Sewaddle,237
Terapagos -Terastal Form,101
Chandelure,209
Nidoking,241
Fennekin,248
Buzzwole,95
Chi-Yu,72
Meowscarada,215
Bunnelby,340
Vileplume,211
Happiny,492
Mega Charizard Y,231
Magikarp,83
Reshiram,79
Timburr,219
Prinplup,212
Blitzle,320
Ho-Oh,85
Walrein,247
Pidgey,234
Pichu,315
Typhlosion,211
Piloswine,107
Vullaby,100
Grapploct,229
Mega Scizor,300
Greavard,225
Tauros (Aqua),82
Tirtouga,300
Shaymin,216
Pikachu,334
Arceus-Fire,96
Moltres-Galarian,111
Naclstack,224
Dudunsparce,319
Rattata-Alolan,310
Black Kyurem,102
Darmanitan,228
Raichu,303
Sprigatito,235
Silvally-Ground,84
Frigibax,106
Alakazam,211
Darmanitan-Galarian,229
Haxorus,98
Pidove,228
Terapagos -Stellar Form,99
Kabutops,353
Serperior,230
Zarude,83
Brambleghast,328
Lunala,97
Bronzong,306
Squirtle,238
Regieleki,89
Hitmontop,319
Cyndaquil,256
Gumshoos,319
Calyrex-Shadow Rider,111
Lycanroc (Dusk),315
Tynamo,89
Arceus-Dragon,107
Axew,99
Iron Boulder,90
Komala,92
Eiscue-Ice Face,99
Greedent,326
Nidorina,244
Braixen,249
Metang,105
Turtwig,237
Tapu Lele,94
Wynaut,335
Zapdos,115
Tentacruel,98
Giratina-Origin,93
Glastrier,84
Scolipede,252
Dracovish,83
Simisear,328
Shinx,206
Venusaur,226
Deoxys-Defense,77
Wo-Chien,96
Oricorio-Sensu,321
Zygarde-Complete,93
Growlithe-Hisuian,96
Graveler,238
Arceus-Dark,104
Arceus-Ghost,106
Arcanine,83
Talonflame,225
Drakloak,89
Azelf,85
Donphan,301
Wurmple,292
Aerodactyl,92
Relicanth,85
Raging Bolt,98
Rayquaza,101
Dreepy,79
Okidogi,99
Vigoroth,84
Flamigo,233
Blacephalon,100
Mega Slowbro,323
Carbink,90
Medicham,313
Copperajah,332
Cacturne,236
Arctozolt,86
Silvally-Bug,73
Passimian,102
Dwebble,319
Mantine,80
Meltan,105
Oricorio-Baile,337
Gyarados,102
Necrozma-Dusk Mane,81
Houndour,84
Silvally-Ice,71
Tornadus-T,80
Gothita,223
Mega Gardevoir,96
Ogerpon -Cornerstone Mask,98
Cosmoem,84
Wyrdeer,92
Poipole,92
Electrode-Hisuian,335
Taillow,253
Salandit,317
Skiploom,205
Gothorita,229
Dragalge,286
Ogerpon -Hearthflame Mask,91
Pidgeot,217
Type: Null,91
Sandslash,332
Tapu Bulu,92
Registeel,105
Walking Wake,90
Arceus-Psychic,85
Gholdengo,88
Araquanid,288
Exeggcute,113
Slither Wing,95
Dragapult,95
Regirock,91
Arceus-Ice,84
Darkrai,88
Vanillite,105
Mega Sceptile,249
Mesprit,95
Blaziken,198
Quilava,230
Silvally-Grass,78
Cosmog,84
Vanillish,77
Diancie,104
Dragonair,106
Kyogre,87
Chinchou,75
Mudbray,308
Entei,99
Spritzee,358
Salamence,81
Magearna,96
Articuno-Galarian,96
Ceruledge,72
Dragonite,98
Zygarde-10%,95
Flygon,211
Deoxys-Speed,103
Mamoswine,76
Regidrago,79
Carvanha,99
Tapu Koko,96
Mega Mewtwo X,95
Kubfu,86
Mega Rayquaza,80
Silvally-Water,97
Grubbin,319
Armarouge,88
Stonjourner,97
Hoppip,226
Deino,92
Cresselia,95
Eiscue-Noice Face,90
Fuecoco,243
Orthworm,80
Scream Tail,87
Arceus-Poison,82
Gardevoir,94
Eelektross,102
Starmie,91
Kirlia,86
Arceus-Grass,92
Terrakion,81
Gible,95
Oranguru,94
Sharpedo,107
Pupitar,99
Manaphy,77
Tauros (combat),87
Kyurem,85
Xurkitree,101
Koraidon,96
Keldeo,93
Deoxys,88
Volcarona,73
Raikou,102
Silvally-Rock,95
Sliggoo-Hisuian,82
Marshadow,80
Eternatus,78
Ditto,305
Hattrem,82
Tentacool,90
Silvally-Fairy,105
Landorus-T,96
Goodra-Hisuian,91
Shelgon,72
Calyrex,89
Iron Crown,92
Pidgeotto,205
Zygarde-50%,89
Ultra Necrozma,79
Stantler,83
Spectrier,75
Moltres,97
Necrozma-Dawn Wings,104
Hoopa-Confined,77
Lapras,86
Arceus-Flying,91
Stakataka,104
Iron Leaves,102
Mega Heracross,83
Fezandipiti,88
Munkidori,85
Mega Aggron,74
Skarmory,90
Mega Sharpedo,83
