Pokemon,Encounters
Klinklang,8146
Mega Blastoise,8089
Squawkabilly -Yellow/White,29123
Pumpkaboo-Super,11234
Shuppet,16312
Zoroark,8070
Tsareena,7907
Rowlet,8185
Cottonee,11346
Pawniard,11500
Grovyle,8001
Gourgeist-Super,11344
Hariyama,22812
Mega Gengar,8044
Silvally-Flying,3252
Cubchoo,11216
Toxtricity,8039
Sceptile,8219
Rhyperior,3227
Zweilous,3240
Tropius,3353
Tauros,3344
Dratini,3253
Wishiwashi-Solo,16176
Dartrix,8103
Basculin (Blue-Striped),11362
Spheal,7860
Pancham,11349
Cobalion,3166
Ribombee,11280
Shuckle,8168
Geodude-Alolan,8167
Salazzle,11303
Rhyhorn,3223
Grotle,8175
Gabite,3243
Excadrill,11273
Weepinbell,8199
Mudsdale,11272
Loudred,8111
Crawdaunt,22676
Masquerain,11234
Buizel,11318
Noibat,11267
Ting-Lu,3275
Golduck,11250
Chikorita,8111
Shiftry,8119
Exeggutor-Alolan,3177
Dugtrio,11217
Drapion,3177
Cinderace,7973
Banette,16027
Spearow,11183
Zacian-Crowned,3345
Mega Lopunny,11423
Scizor,11237
Diglett-Alolan,11431
Arceus-Ground,3264
Mr. Mime,11319
Bronzor,11090
Latias,3261
Gigalith,8073
Goodra,3207
Lopunny,11179
Rufflet,3176
Slurpuff,11449
Spinarak,16008
Horsea,11527
Togekiss,15949
Iron Treads,3250
Roaring Moon,3245
Rillaboom,8167
Nymble,11389
Sealeo,8130
Ledyba,16201
Clauncher,3239
Enamorus-T,3179
Uxie,3216
Chespin,7900
Rotom-F,11449
Whiscash,11326
Octillery,11373
Mega Alakazam,8065
Dubwool,11319
Clawitzer,3321
Primal Groudon,3280
Decidueye-Hisuian,8184
Clefable,16165
Iron Hands,3177
Crabominable,11320
Leafeon,11214
Cascoon,11494
Swoobat,11173
Golett,11245
Turtonator,11149
Petilil,11417
Archaludon,11353
Darmanitan Zen,8147
Wooloo,11162
Herdier,7953
Tranquill,8139
Delibird,16042
Gurdurr,8146
Lucario,8002
Dodrio,11383
Ponyta,11010
Floette,11270
Frosmoth,11381
Arceus-Bug,3230
Metapod,11417
Solgaleo,3146
Meowstic ♀,11196
Jigglypuff,16074
Mareanie,11397
Mega Charizard X,8043
Dolliv,8024
Pinsir,3205
Surskit,11505
Hatterene,3209
Durant,11167
Rotom,11375
Wormadam-Sandy,11099
Trapinch,8264
Mega Garchomp,3120
Meowth-Galarian,11164
Aegislash-Shield,11169
Cofagrigus,11510
Crustle,11222
Swalot,22632
Empoleon,7872
Floragato,8186
Oricorio-Pom Pom,11555
Quaxwell,8093
Magnezone,11358
Palossand,11295
Pansage,11050
Combusken,8178
Staraptor,8151
Tyrantrum,11317
Rotom-Fan,11231
Pumpkaboo-Small,11296
Silvally-Psychic,3155
Zapdos-Galarian,3242
Litleo,8046
Houndstone,8031
Grimer-Alolan,11491
Toedscruel,8126
Musharna,16250
Darumaka-Galarian,8229
Mienfoo,8078
Skrelp,11284
Phantump,11361
Heatmor,11157
Vivillon,11327
Miraidon,3193
Articuno,3184
Natu,11386
Maushold,16248
Leavanny,8064
Pyukumuku,15964
Furfrou,11273
Froslass,11162
Gimmighoul,3257
Varoom,11208
Tympole,8103
Perrserker,11402
Polteageist,11244
Mega Gallade,3158
Kleavor,11321
Glimmet,8007
Milcery,11164
Servine,8110
Lugia,3285
Croconaw,8079
Charmeleon,7983
Lickitung,11406
Totodile,8106
Mudkip,8024
Golbat,11371
Piplup,8088
Mega Metagross,3191
Dracozolt,3204
Duraludon,11207
Stoutland,8091
Nuzleaf,7984
Castform-Sunny,11289
Sigilyph,11386
Swirlix,11236
Emboar,8044
Dialga-Orgin,3192
Minior-Meteor,8192
Dialga,3189
Spewpa,11347
Primarina,7997
Tinkatuff,8149
Tauros (blaze),3200
Furret,11247
Mega Lucario,8030
Braviary,3234
Brute Bonnet,3156
Combee,8367
Kingler,11139
Farigiraf,11436
Bergmite,11256
Darumaka,8072
Swellow,8082
Shaymin-Sky form,8171
Ponyta-Galarian,11266
Abra,8280
Snom,11510
Barbaracle,11346
Wailmer,22620
Mothim,11406
Mega Gyarados,3212
Mega Audino,16099
Sandslash-Alolan,11429
Seviper,22908
Chimchar,7871
Aggron,3180
Tyrunt,11304
Slaking,3313
Zamazenta-Crowned,3227
Mismagius,15982
Charizard,8106
Rabsca,15929
Exeggutor,3219
Bellsprout,8056
Treecko,8259
Obstagoon,11330
Urshifu-Single Strike,3200
Skwovet,11197
Gouging Fire,3264
Silvally-Dragon,3240
Florges,11283
Rotom-H,11304
Thwackey,8063
Tornadus-I,3182
Nidorino,7940
Charmander,8012
Shieldon,29220
Toedscool,7985
Dewott,7943
Iron Moth,3364
Palpitoad,7908
Zeraora,3237
Bidoof,11384
Feraligatr,8282
Mega Beedrill,11274
Metagross,3259
Scraggy,11177
Golem,7963
Sneasel-Hisuian,7980
Arceus-Normal,3246
Mega Pidgeot,8150
Golurk,11332
Charcadet,3300
Parasect,11390
Barraskewda,3229
Mega Ampharos,8113
Arctibax,3216
Mr. Rime,11616
Sliggoo,3350
Togetic,16046
Garbodor,11215
Helioptile,11455
Staravia,8304
Oinkologne-M,11161
Corsola-Galarian,15957
Sableye,8014
Mega Aerodactyl,3200
Avalugg,11269
Mega Venusaur,8252
Landorus-I,3214
Snorunt,11381
Whirlipede,8087
Sentret,11239
Clodsire,11168
Revavroom -Schedar,11325
Onix,11225
Shiinotic,11335
Cutiefly,11424
Machamp,8158
Lickilicky,11330
Roselia,8090
Basculegion-Male,11467
Carnivine,3301
Drilbur,11294
Silvally-Steel,3240
Torterra,8094
Starly,8022
Amaura,11247
Binacle,11388
Larvitar,3242
Gourgeist-Average,11353
Cloyster,3298
Bayleef,7997
Jirachi,3168
Maschiff,8132
Litten,7964
Hoothoot,11273
Lairon,3107
Victini,3284
Oinkologne-F,11218
Pyroar,8227
Nihilego,3300
Glimmora,8017
Pumpkaboo-Large,11374
Weezing,11539
Paras,11330
Cherrim-Overcast,11099
Flutter Mane,3200
Fearow,11271
Cramorant,11486
Espathra,7946
Weedle,11435
Druddigon,11319
Galvantula,11313
Sobble,8096
Panpour,11214
Luxio,8088
Ivysaur,8094
Aron,3154
Dewpider,11461
Litwick,7965
Typhlosion-Hisuian,8098
Glalie,11418
Delphox,8063
Froakie,8090
Magmortar,11399
Quilladin,7997
Caterpie,11234
Nidoran♀,7914
Gastly,8098
Magby,11193
Arceus-Rock,3274
Mega Kangaskhan,11421
Silvally-Ghost,3271
Sinistcha,11226
Espeon,11348
Flabébé,11495
Magmar,11566
Abomasnow,3198
Snorlax,3340
Gastrodon,11424
Mega Swampert,7979
Silicobra,11242
Maractus,11246
Beheeyem,11505
Wooper,11485
Emolga,11316
Virizion,3214
Revavroom -Navi,11404
Machoke,8104
Zacian,3170
Fidough,7986
Urshifu-Rapid Strike,3173
Sandshrew,11285
Tatsugiri,8171
Greninja,8178
Iron Bundle,3244
Meowth-Alolan,11357
Nickit,16278
Necrozma,3141
Terapagos,3289
Capsakid,11330
Purrloin,11250
Glameow,16148
Arctovish,3167
Glaceon,11249
Chatot,8045
Wiglett,11366
Lycanroc (Midnight),11187
Chewtle,11343
Frillish,11375
Silcoon,11240
Reuniclus,7964
Kommo-o,3219
Lombre,8037
Bagon,3290
Silvally-Fighting,3207
Yveltal,3175
Cleffa,15903
Zekrom,3238
Remoraid,11337
Drifloon,22603
Poliwhirl,8023
Aromatisse,11392
Eldegoss,11348
Kakuna,11353
Ducklett,11322
Rotom-W,11241
Minun,11364
Pawmo,11066
Manectric,3264
Volcanion,3359
Graveler-Alolan,8160
Silvally-Normal,3244
Pignite,8130
Steenee,8151
Venipede,8097
Hakamo-o,3127
Celebi,7995
Meloetta-Aria,3136
Giratina,3156
Bombirdier,3243
Regigigas,3198
Mega Absol,8122
Annihilape,11261
Bouffalant,11339
Castform-Rainy,11440
Zebstrika,11343
Wingull,11527
Crocalor,8102
Torracat,8068
Xerneas,3190
Melmetal,3243
Ogerpon,3269
Zigzagoon-Galarian,11260
Dhelmise,11478
Finizen,3327
Escavalier,11380
Pawmot,11402
Tapu Fini,3274
Jumpluff,8005
Ursaring,11284
Drowzee,11306
Mega Pinsir,3277
Iron Valiant,3184
Kricketune,8039
Blastoise,7941
Iron Thorns,3210
Hoopa-Unbound,3357
Bellossom,7982
Kricketot,8118
Ogerpon -Wellspring Mask,3233
Ariados,16042
Primal Kyogre,3259
Magnemite,11210
Cryogonal,11277
Baxcalibur,3087
Bulbasaur,7998
Dedenne,11514
Swampert,8213
Corvisquire,8137
Linoone,11216
Arbok,11240
Solosis,8098
White Kyurem,3208
Brionne,8212
Ursaluna -Bloodmoon,11030
Larvesta,3208
Boldore,8120
Stufful,11434
Silvally-Poison,3288
Victreebel,7976
Grafaiai,8153
Electrike,3265
Palafin -Hero Form,3132
Beldum,3228
Flaaffy,8039
Decidueye,8175
Lanturn,3228
Yamask-Galarian,11275
Ferrothorn,11431
Arrokuda,3236
Muk,11336
Mega Mewtwo Y,3216
Calyrex-Ice Rider,3212
Popplio,8149
Poliwag,8018
Kadabra,8003
Gallade,3267
Doublade,11232
Persian,11494
Staryu,3230
Magneton,11394
Mega Diancie,3243
Seadra,11218
Rellor,16239
Lampent,8101
Zamazenta,3201
Girafarig,11189
Orbeetle,11306
Seedot,8121
Thundurus-T,3253
Tinkaton,8098
Mega Tyranitar,3249
Krokorok,8080
Suicune,3188
Castform-Snowy,11099
Palkia-Orgin,3248
Sewaddle,8084
Terapagos -Terastal Form,3222
Chandelure,8006
Nidoking,8037
Fennekin,7935
Buzzwole,3347
Chi-Yu,3286
Meowscarada,8155
Bunnelby,11457
Vileplume,7951
Happiny,16183
Mega Charizard Y,7895
Magikarp,3145
Reshiram,3339
Timburr,8191
Prinplup,8064
Blitzle,11279
Ho-Oh,3298
Walrein,8027
Pidgey,8170
Pichu,11312
Typhlosion,8091
Piloswine,3202
Vullaby,3213
Grapploct,8086
Mega Scizor,11322
Greavard,8085
Tauros (Aqua),3177
Tirtouga,11341
Shaymin,7958
Pikachu,11281
Arceus-Fire,3263
Moltres-Galarian,3197
Naclstack,7991
Dudunsparce,11284
Rattata-Alolan,11336
Black Kyurem,3230
Darmanitan,7981
Raichu,11264
Sprigatito,8098
Silvally-Ground,3211
Frigibax,3283
Alakazam,8005
Darmanitan-Galarian,8099
Haxorus,3351
Pidove,7964
Terapagos -Stellar Form,3170
Kabutops,11310
Serperior,8176
Zarude,3146
Brambleghast,11290
Lunala,3211
Bronzong,11350
Squirtle,7987
Regieleki,3330
Hitmontop,11457
Cyndaquil,8027
Gumshoos,11303
Calyrex-Shadow Rider,3151
Lycanroc (Dusk),11340
Tynamo,3325
Arceus-Dragon,3216
Axew,3286
Iron Boulder,3286
Komala,3195
Eiscue-Ice Face,3279
Greedent,11317
Nidorina,7906
Braixen,7984
Metang,3238
Turtwig,8081
Tapu Lele,3194
Wynaut,11217
Zapdos,3275
Tentacruel,3297
Giratina-Origin,3218
Glastrier,3184
Scolipede,8081
Dracovish,3166
Simisear,11403
Shinx,7955
Venusaur,8075
Deoxys-Defense,3263
Wo-Chien,3315
Oricorio-Sensu,11281
Zygarde-Complete,3290
Growlithe-Hisuian,3293
Graveler,8001
Arceus-Dark,3365
Arceus-Ghost,3214
Arcanine,3295
Talonflame,8025
Drakloak,3284
Azelf,3165
Donphan,11391
Wurmple,11359
Aerodactyl,3183
Relicanth,3167
Raging Bolt,3296
Rayquaza,3229
Dreepy,3245
Okidogi,3381
Vigoroth,3269
Flamigo,8066
Blacephalon,3255
Mega Slowbro,11339
Carbink,3241
Medicham,11295
Copperajah,11257
Cacturne,8150
Arctozolt,3257
Silvally-Bug,3187
Passimian,3250
Dwebble,11346
Mantine,3260
Meltan,3279
Oricorio-Baile,11376
Gyarados,3271
Necrozma-Dusk Mane,3098
Houndour,3118
Silvally-Ice,3221
Tornadus-T,3283
Gothita,8052
Mega Gardevoir,3355
Ogerpon -Cornerstone Mask,3280
Cosmoem,3278
Wyrdeer,3195
Poipole,3167
Electrode-Hisuian,11220
Taillow,8080
Salandit,11486
Skiploom,8077
Gothorita,8084
Dragalge,11238
Ogerpon -Hearthflame Mask,3233
Pidgeot,7978
Type: Null,3217
Sandslash,11148
Tapu Bulu,3146
Registeel,3256
Walking Wake,3188
Arceus-Psychic,3242
Gholdengo,3343
Araquanid,11429
Exeggcute,3259
Slither Wing,3290
Dragapult,3243
Regirock,3170
Arceus-Ice,3069
Darkrai,3195
Vanillite,3172
Mega Sceptile,8038
Mesprit,3257
Blaziken,8092
Quilava,7918
Silvally-Grass,3282
Cosmog,3190
Vanillish,3278
Diancie,3247
Dragonair,3191
Kyogre,3067
Chinchou,3133
Mudbray,11347
Entei,3160
Spritzee,11259
Salamence,3142
Magearna,3257
Articuno-Galarian,3212
Ceruledge,3267
Dragonite,3304
Zygarde-10%,3209
Flygon,7993
Deoxys-Speed,3219
Mamoswine,3193
Regidrago,3103
Carvanha,3262
Tapu Koko,3237
Mega Mewtwo X,3314
Kubfu,3206
Mega Rayquaza,3250
Silvally-Water,3259
Grubbin,11501
Armarouge,3240
Stonjourner,3279
Hoppip,8157
Deino,3198
Cresselia,3339
Eiscue-Noice Face,3258
Fuecoco,8043
Orthworm,3330
Scream Tail,3208
Arceus-Poison,3190
Gardevoir,3199
Eelektross,3283
Starmie,3087
Kirlia,3307
Arceus-Grass,3181
Terrakion,3306
Gible,3200
Oranguru,3219
Sharpedo,3260
Pupitar,3193
Manaphy,3220
Tauros (combat),3182
Kyurem,3270
Xurkitree,3279
Koraidon,3313
Keldeo,3253
Deoxys,3259
Volcarona,3230
Raikou,3320
Silvally-Rock,3246
Sliggoo-Hisuian,3223
Marshadow,3184
Eternatus,3169
Ditto,11332
Hattrem,3220
Tentacool,3170
Silvally-Fairy,3197
Landorus-T,3189
Goodra-Hisuian,3182
Shelgon,3272
Calyrex,3211
Iron Crown,3219
Pidgeotto,7970
Zygarde-50%,3280
Ultra Necrozma,3215
Stantler,3190
Spectrier,3225
Moltres,3285
Necrozma-Dawn Wings,3265
Hoopa-Confined,3135
Lapras,3067
Arceus-Flying,3267
Stakataka,3221
Iron Leaves,3204
Mega Heracross,3116
Fezandipiti,3206
Munkidori,3144
Mega Aggron,3340
Skarmory,3228
Mega Sharpedo,3253
