Encounter_Number,Pokemon,Catch_Successful,Is_New_Shiny
336596,Solosis,True,True
339689,Scizor,False,True
344911,Indeedee-Male,True,True
346125,Mega Pinsir,True,True
353286,Shaymin,False,True
355344,Munna,True,True
357587,Coalossal,False,True
369639,Skrelp,True,True
380699,Tarountula,True,True
384758,Cyndaquil,False,True
391922,Wugtrio,True,True
395566,Nacli,True,True
397635,Deoxys-Attack,False,True
397952,Wooloo,True,True
409982,Shieldon,False,True
422339,Tangela,False,True
424626,Rattata-Alolan,True,True
448348,Arceus-Electric,False,True
463109,Whirlipede,False,True
465684,Naclstack,True,True
468685,Togekiss,False,True
470387,Granbull,False,True
475230,Feebas,True,True
475963,Gossifleur,True,True
485166,Alomomola,False,True
487538,Cacnea,True,True
495260,Sunflora,False,True
495692,Garbodor,False,True
497626,Tarountula,True,False
498146,Remoraid,False,True
503008,Pawmi,True,True
511952,Feraligatr,False,True
513059,Slowking-Galarian,False,True
515234,Scraggy,True,True
521154,Bellossom,False,True
523026,Binacle,False,True
526097,Samurott,False,True
551164,Sinistcha,False,True
553447,Zorua-Hisuian,False,True
555702,Quaxly,False,True
562845,Kricketune,False,True
564670,Gengar,True,True
582611,Numel,True,True
582985,Mega Mawile,False,True
584807,Rampardos,False,True
593998,Primeape,False,True
594077,Mr. Mime-Galarian,False,True
594222,Ponyta-Galarian,False,True
601050,Capsakid,True,True
601163,Squawkabilly -Yellow/White,True,True
602797,Basculegion-Female,False,True
603927,Darumaka,True,True
605510,Servine,True,True
606764,Dragalge,False,True
608569,Spinarak,True,False
621426,Corvisquire,False,True
622843,Sawk,False,True
623489,Masquerain,True,True
627589,Araquanid,False,True
630081,Wugtrio,False,False
635077,Walrein,False,True
635213,Probopass,True,True
635973,Ninjask,False,True
638765,Breloom,False,True
640950,Marill,True,True
643310,Tatsugiri,False,True
650142,Applin,True,False
657489,Psyduck,True,True
660376,Tepig,False,True
662362,Raboot,False,True
664405,Vanillite,True,True
666651,Delibird,False,True
667288,Drilbur,True,True
668527,Glaceon,False,True
669632,Ceruledge,False,True
670085,Skwovet,True,True
671196,Indeedee-Female,True,True
672428,Nuzleaf,False,True
677816,Sealeo,True,True
677909,Dunsparce,False,True
679526,Electabuzz,True,True
681150,Darmanitan Zen,True,True
681175,Gastly,False,True
686278,Mudbray,True,True
687353,Starly,True,True
687789,Doduo,True,False
688628,Ursaluna -Bloodmoon,False,True
689835,Silvally-Ice,False,True
691578,Ho-Oh,False,True
693469,Zigzagoon,True,True
697760,Aegislash-Shield,False,True
699047,Altaria,False,True
699866,Bronzor,True,True
700888,Sinistea,False,True
705572,Keldeo,False,True
710939,Victini,False,True
712829,Chingling,False,True
725129,Xatu,False,True
728618,Persian,False,True
728897,Azumarill,False,True
731860,Seaking,False,True
733501,Ninetales-Alolan,False,True
738351,Flygon,False,True
758078,Bergmite,True,True
767201,Shellos,True,True
767451,Inkay,True,True
767475,Frosmoth,False,True
780601,Blipbug,True,True
784584,White Kyurem,False,True
787884,Wiglett,True,True
791335,Goodra-Hisuian,False,True
791981,Floatzel,False,True
806695,Pawmo,False,True
823666,Rotom-F,True,True
824810,Shellder,True,True
826096,Psyduck,False,False
827785,Galvantula,False,True
830046,Pignite,False,True
834142,Rotom,False,True
834475,Scream Tail,False,True
835574,Sylveon,True,True
836967,Magby,False,True
837057,Slowpoke-Galarian,False,True
838907,Dodrio,False,True
841291,Wobbuffet,False,True
842049,Greavard,False,True
849104,Alcremie,False,True
851852,Rowlet,False,True
856904,Toxtricity,False,True
857593,Cosmog,False,True
859139,Dustox,False,True
861071,Silvally-Dragon,False,True
861867,Dachsbun,True,True
863701,Spidops,False,True
867519,Togekiss,False,True
869300,Azurill,True,True
873068,Lombre,True,True
880043,Squawkabilly -Green/Blue,True,True
882449,Golurk,False,True
894684,Klawf,False,True
895163,Venonat,True,True
897561,Duskull,True,True
898737,Flapple,False,True
906613,Voltorb-Hisuian,True,True
908691,Squawkabilly -Yellow/White,True,False
924898,Sinistcha,False,True
926922,Staraptor,False,True
928786,Applin,True,False
931434,Mismagius,False,True
940906,Clodsire,False,True
940912,Gothorita,False,True
943637,Anorith,False,True
946680,Lotad,True,True
947869,Aipom,True,True
950443,Metapod,True,True
951440,Alomomola,True,True
954228,Nosepass,True,True
955006,Armaldo,False,True
966025,Chewtle,True,True
968014,Chingling,False,True
969835,Cosmoem,False,True
974396,Delibird,False,True
993075,Wailmer,False,True
995422,Aegislash-Blade,False,True
996211,Tirtouga,True,True
998769,Morelull,True,True
1008694,Loudred,True,True
1010848,Oddish,True,True
1018277,Drednaw,False,True
1027088,Shieldon,False,True
1029937,Sigilyph,False,True
1035372,Darmanitan Zen,False,False
1036237,Silvally-Dark,False,True
1040745,Greedent,True,True
1057051,Decidueye-Hisuian,False,True
1058415,Aegislash-Blade,False,True
1063384,Treecko,False,True
1065633,Tarountula,True,False
1066629,Yamask,False,True
1072574,Swablu,True,True
1076069,Flamigo,False,True
1077013,Linoone,True,True
1083494,Coalossal,False,True
1086238,Raboot,False,True
1087511,Wailord,True,True
1102668,Mega Rayquaza,False,True
1108120,Beedrill,True,False
1108469,Eevee,False,True
1123166,Lumineon,False,True
1124010,Gardevoir,False,True
1133404,Oricorio-Pom Pom,False,True
1134286,Bellossom,False,True
1134807,Foongus,True,True
1135483,Hydrapple,False,True
1138721,Darmanitan Zen-Galarian,True,True
1150983,Drizzile,False,True
1154409,Jigglypuff,False,True
1159112,Shiftry,False,True
1161685,Tepig,False,True
1161858,Linoone-Galarian,False,True
1162424,Yamask-Galarian,False,True
1167291,Kubfu,False,True
1178465,Bastiodon,True,True
1178790,Bronzor,True,False
1191128,Cinccino,True,True
1191335,Lickitung,False,True
1201994,Bruxish,False,True
1202433,Dolliv,False,True
1207862,Rattata,True,True
1211154,Shedinja,False,True
1211501,Scizor,False,True
1217218,Fuecoco,False,True
1223252,Bramblin,False,True
1229576,Enamorus-I,False,True
1229590,Ho-Oh,False,True
1235254,Burmy,True,True
1235375,Clefable,False,True
1236110,Clefable,False,True
1236579,Boltund,False,True
1246445,Swanna,False,True
1247380,Rolycoly,True,True
1252311,Purrloin,True,True
1254219,Rellor,False,True
1256047,Shelmet,False,True
1256965,Nymble,True,True
1259541,Shellder,True,False
1260388,Breloom,False,True
1262842,Nidorina,False,True
1263258,Dugtrio-Alolan,False,True
1269204,Espeon,True,True
1273315,Carracosta,False,True
1275818,Milcery,False,True
1282240,Tyrogue,True,True
1282870,Yanma,False,True
1284976,Togekiss,False,True
1294274,Rellor,True,True
1301237,Swablu,True,False
1302788,Machamp,False,True
1308235,Happiny,True,True
1308915,Bunnelby,True,True
1312519,Medicham,True,True
1319232,Wormadam-Sandy,False,True
1335603,Cryogonal,False,True
1340167,Rabsca,False,True
1341265,Beheeyem,True,True
1341322,Electivire,True,True
1345813,Reuniclus,False,True
1347892,Ninetales-Alolan,False,True
1351428,Oddish,True,False
1362322,Barboach,False,True
1372144,Carnivine,True,True
1375247,Nickit,True,True
1375803,Mega Sableye,False,True
1380751,Skuntank,False,True
1380868,Zekrom,False,True
1380914,Tadbulb,True,True
1383560,Revavroom -Navi,False,True
1387049,Musharna,False,True
1388059,Durant,True,True
1389742,Happiny,True,False
1396530,Mega Blaziken,False,True
1403504,Duskull,True,False
1405612,Tentacool,True,True
1418320,Rampardos,True,True
1421874,Girafarig,False,True
1422604,Dwebble,True,True
1444364,Mr. Mime-Galarian,False,True
1455537,Mega Tyranitar,False,True
1471713,Dratini,False,True
1476368,Appletun,False,True
1477042,Meloetta-Aria,False,True
1477857,Yamper,True,True
1486295,Dewpider,True,True
1489867,Marill,False,False
1494561,Mega Aerodactyl,True,True
1513930,Steelix,False,True
1518989,Rotom-Fan,False,True
1519208,Illumise,False,True
1524205,Kirlia,True,True
1525268,Quagsire,False,True
1525912,Dunsparce,True,True
1527997,Silvally-Bug,False,True
1528088,Ledian,False,True
1537097,Vigoroth,False,True
1537692,Throh,False,True
1549733,Drifblim,False,True
1549924,Pansear,False,True
1560610,Zoroark-Hisuian,False,True
1561272,Tyrogue,True,False
1561951,Swablu,True,False
1563043,Raichu,True,True
1563874,Venomoth,False,True
1564815,Oinkologne-M,False,True
1569426,Skwovet,True,False
1569442,Omastar,False,True
1571529,Spheal,True,True
1571884,Ash-Greninja,False,True
1574656,Zacian-Crowned,False,True
1578079,Moltres-Galarian,False,True
1586735,Barboach,True,True
1587833,Incineroar,False,True
1588996,Toedscruel,True,True
1596076,Squawkabilly -Green/Blue,True,False
1596393,Swablu,True,False
1609880,Cranidos,True,True
1610249,Oshawott,False,True
1611272,Squawkabilly -Green/Blue,True,False
1613290,Turtonator,False,True
1616632,Pawniard,False,True
1619114,Dusclops,False,True
1619649,Frogadier,False,True
1639553,Doduo,True,False
1646091,Florges,False,True
1651281,Jigglypuff,True,True
1653980,Blaziken,True,True
1671606,Slowking-Galarian,True,True
1674011,Aerodactyl,False,True
1678341,Grubbin,True,True
1680078,Whiscash,False,True
1683116,Espeon,False,False
1687696,Wimpod,False,True
1693778,Ivysaur,False,True
1696496,Sawk,False,True
1702332,Frogadier,False,True
1702661,Pawmi,True,False
1709181,Malamar,True,True
1712155,Probopass,False,False
1716151,Vanillite,True,False
1716163,Arceus-Ice,False,True
1720508,Skiploom,False,True
1727527,Kingler,False,True
1742337,Poliwrath,False,True
1745565,Kyogre,False,True
1746266,Lickitung,False,True
1748743,Gumshoos,False,True
1761924,Tangela,False,True
1766126,Glimmet,False,True
1769477,Flittle,True,True
1771198,Jynx,False,True
1776515,Chandelure,False,True
1792368,Krabby,True,True
1793632,Spiritomb,True,True
1795413,Anorith,True,True
1798053,Tapu Fini,False,True
1799921,Rotom-H,True,True
1801477,Noivern,False,True
1802205,Bouffalant,False,True
1803223,Primal Kyogre,False,True
1803941,Maushold,False,True
1809052,Lilligant,False,True
1814226,Calyrex-Ice Rider,False,True
1818296,Froslass,False,True
1818603,Mega Charizard X,False,True
1826779,Mega Lopunny,False,True
1838055,Tyrunt,False,True
1838728,Mega Altaria,False,False
1845131,Perrserker,True,True
1846151,Mareanie,True,True
1858324,Capsakid,True,False
1859120,Crawdaunt,True,True
1862354,Porygon,False,True
1864496,Spiritomb,True,False
1866977,Arboliva,True,True
1868101,Jigglypuff,True,False
1873362,Grumpig,True,True
1873610,Dartrix,False,True
1875337,Murkrow,False,True
1880378,Finneon,True,True
1881253,Flabébé,True,True
1894299,Tinkaton,False,True
1899082,Gumshoos,False,True
1911781,Altaria,False,True
1912274,Greedent,True,False
1914138,Decidueye-Hisuian,False,True
1919774,Bastiodon,False,False
1921424,Popplio,False,True
1928791,Pawmi,True,False
1930941,Zorua,True,True
1948917,Dubwool,False,True
1956839,Corsola,False,True
1961569,Amoonguss,False,True
1965701,Flittle,False,False
1966763,Skrelp,True,False
1970712,Blitzle,False,True
1973667,Blitzle,False,True
1976000,Mega Medicham,True,True
1982941,Latias,False,True
1984021,Slowpoke-Galarian,False,True
1986695,Wingull,False,True
1991308,Dunsparce,False,False
2001278,Roserade,False,True
2006770,Krabby,True,False
2015354,Axew,True,True
2020326,Darmanitan-Galarian,False,True
2025004,Voltorb-Hisuian,False,False
2027056,Moltres,False,True
2033084,Jellicent,False,True
2038384,Frillish,True,True
2042467,Milotic,False,True
2044397,Stunky,True,True
2045065,Dugtrio-Alolan,True,True
2049989,Krabby,True,False
2056160,Meowstic ♀,False,True
2057498,Milotic,True,True
2069715,Crobat,False,True
2074836,Sneasel,True,True
2077434,Slurpuff,False,True
2077769,Huntail,False,True
2078964,Ninjask,False,True
2081119,Yveltal,False,True
2083801,Marowak-Alolan,False,True
2083931,Electivire,False,False
2084896,Cinccino,True,False
2085333,Shedinja,False,True
2085935,Slowpoke-Galarian,True,True
2088100,Mimikyu,True,True
2102083,Spritzee,True,True
2128541,Spritzee,True,False
2128697,Melmetal,False,True
2131690,Finneon,True,False
2133272,Chimecho,False,True
2134314,Castform-Snowy,False,True
2135273,Cottonee,True,True
2140102,Diggersby,True,True
2140996,Snivy,False,True
2147516,Corviknight,True,True
2151118,Whismur,True,True
2151824,Bouffalant,False,True
2154040,Mega Charizard Y,False,True
2156601,Quagsire,False,True
2158463,Clamperl,True,False
2172804,Turtonator,True,True
2175672,Krookodile,False,True
2196716,Trumbeak,True,True
2200965,Rabsca,False,True
2202246,Camerupt,True,True
2203500,Ponyta,False,False
2214974,Lotad,True,False
2217746,Slowking-Galarian,False,False
2219258,Dusknoir,False,True
2219640,Dudunsparce,False,True
2219964,Slowbro,False,True
2222437,Boldore,False,True
2223529,Ursaring,False,True
2225126,Diggersby,True,False
2232766,Skwovet,True,False
2234314,Golbat,False,True
2235717,Houndstone,False,True
2240370,Mega Aggron,False,True
2245301,Jirachi,False,True
2253140,Kricketot,True,True
2253590,Hariyama,True,False
2254916,Pineco,True,False
2256989,Centiskorch,False,True
2258483,Metapod,True,False
2260711,Breloom,False,True
2262788,Pyroar,True,True
2268775,Sentret,True,True
2269666,Zigzagoon,True,False
2272051,Phanpy,True,True
2276260,Simipour,False,True
2277483,Magmortar,False,True
2291640,Swalot,True,True
2293247,Oricorio-Pom Pom,False,True
2301764,Kabutops,False,True
2303034,Comfey,True,True
2304299,Nihilego,False,True
2324277,Purugly,True,True
2324497,Alomomola,True,False
2325407,Ponyta-Galarian,True,True
2325861,Kleavor,False,True
2328247,Golem-Alolan,False,True
2328654,Mabosstiff,False,True
2342189,Ledian,True,True
2342347,Greedent,False,False
2344005,Hypno,True,True
2345191,Cresselia,False,True
2346686,Salandit,True,True
2349266,Flaaffy,False,True
2352404,Lickilicky,False,True
2359949,Wimpod,False,True
2360051,Flittle,False,False
2361115,Psyduck,True,False
2363373,Nymble,True,False
2372812,Jumpluff,False,True
2374870,Pawniard,True,True
2385268,Gyarados,False,True
2388034,Hypno,False,False
2388594,Panpour,True,True
2391324,Mienshao,False,True
2393334,Combee,False,True
2394451,Snubbull,True,True
2397568,Ceruledge,True,True
2398578,Mega Pidgeot,False,True
2399326,Audino,True,True
2400284,Misdreavus,False,True
2405192,Binacle,True,True
2408722,Escavalier,True,True
2415536,Raging Bolt,False,True
2435651,Crawdaunt,True,False
2436065,Swanna,True,True
2438537,Mega Audino,True,True
2440775,Wooloo,True,False
2443458,Metapod,False,False
2445357,Qwilfish-Hisuian,False,True
2445726,Xatu,False,True
2447935,Haunter,False,True
2452802,Amoonguss,False,True
2455468,Slowking,False,True
2459932,Scyther,False,True
2460387,Chandelure,True,True
2465021,Tyrunt,False,True
2478404,Morelull,False,False
2479761,Indeedee-Female,False,False
2483963,Vileplume,False,True
2484700,Clefable,False,True
2491465,Diglett,True,True
2502918,Charmander,False,True
2513318,Skeledirge,True,True
2522686,Spritzee,True,False
2525526,Dialga-Orgin,False,True
2525870,Bounsweet,True,True
2528095,Mega Lucario,True,True
2529816,Dwebble,True,False
2537475,Mega Scizor,False,True
2538939,Tinkaton,False,True
2547207,Luxio,True,True
2563109,Gloom,False,True
2563756,Deino,False,True
2571833,Drifblim,False,True
2572499,Swoobat,False,True
2587252,Zamazenta,False,True
2594619,Greavard,True,True
2599518,Veluza,True,True
2600548,Clamperl,True,False
2605411,Vaporeon,False,True
2612118,Grimer,True,True
2614313,Murkrow,False,True
2619227,Dusclops,False,True
2620178,Inteleon,False,True
2631206,Mega Steelix,False,True
2638901,Corphish,True,False
2639223,Lycanroc (Midnight),False,True
2642676,Spinarak,True,False
2642771,Stunfisk,True,True
2645240,Nosepass,True,False
2645496,Bulbasaur,False,True
2660322,Corvisquire,True,True
2663464,Floatzel,True,True
2669522,Finneon,True,False
2669727,Aipom,False,False
2681648,Carnivine,True,False
2691872,Poliwag,True,True
2692027,Krookodile,False,True
2692472,Kilowattrel,True,True
2694087,Hariyama,True,False
2695023,Golett,True,True
2696677,Primarina,True,True
2699290,Varoom,True,True
2708838,Scrafty,True,True
2709960,Dragalge,True,True
2721847,Arboliva,False,False
2723968,Sandslash,False,True
2727273,Sealeo,True,False
2738796,Woobat,True,True
2743205,Onix,False,True
2751549,Elekid,False,True
2762071,Magneton,False,True
2765488,Blipbug,True,False
2773145,Decidueye,False,True
2775819,Decidueye,False,True
2781348,Larvitar,False,True
2787243,Magneton,False,True
2794578,Stufful,False,True
2798301,Wishiwashi-School,False,True
2806907,Pinsir,False,True
2809871,Arbok,True,True
2811132,Seviper,True,True
2812906,Wailmer,False,True
2816793,Mega Gallade,False,True
2818056,Tauros,False,True
2819139,Alomomola,False,False
2828157,Stunfisk,False,False
2832620,Wynaut,True,True
2833007,Qwilfish-Hisuian,False,True
2838549,Trevenant,True,True
2841438,Spidops,True,True
2845457,Pidove,True,True
2862740,Floragato,True,True
2866618,Flygon,False,True
2869634,Electrike,False,True
2877072,Scolipede,False,True
2877859,Magnezone,False,True
2884119,Shuckle,False,True
2886068,Rattata,True,False
2894517,Gastly,True,True
2902186,Gourgeist-Large,False,True
2907104,Tornadus-T,False,True
2907643,Drowzee,True,True
2909941,Drilbur,False,False
2914057,Hariyama,True,False
2920069,Morelull,False,False
2924471,Corphish,True,False
2934794,Klinklang,False,True
2946653,Fletchling,True,True
2946810,Ultra Necrozma,True,True
2947767,Gourgeist-Small,False,True
2954266,Shaymin-Sky form,False,True
2963961,Drifblim,False,True
2965302,Meowstic ♀,False,True
2978312,Swablu,True,False
2980846,Ferroseed,True,True
2982923,Thievul,False,True
2984526,Morgrem,True,True
2985273,Kingdra,True,True
2986424,Pansage,True,True
2987201,Duosion,False,True
2998672,Guzzlord,False,True
3007505,Hypno,False,False
3016943,Naclstack,True,False
3018831,Meditite,False,True
3019270,Squawkabilly -Green/Blue,True,False
3022665,Pawmi,True,False
3023915,Kricketot,True,False
3026270,Wishiwashi-School,False,True
3027747,Feraligatr,False,True
3031274,Flygon,False,True
3031679,Golett,True,False
3031882,Corphish,True,False
3037945,Bibarel,True,True
3045715,Vaporeon,False,True
3046059,Palafin -Hero Form,False,True
3047355,Bergmite,True,False
3058392,Ninetales-Alolan,False,True
3060809,Houndour,False,True
3065571,Farfetch'd,False,True
3073501,Rapidash,False,True
3073639,Tirtouga,False,False
3079278,Ogerpon,False,True
3080093,Buneary,False,True
3091716,Aurorus,False,True
3096697,Kingler,True,True
3097673,Noibat,False,True
3099884,Mega Venusaur,True,True
3102891,Wormadam-Sandy,False,True
3104395,Dipplin,False,True
3109484,Thievul,False,True
3109733,Banette,False,True
3129052,Pawmot,False,True
3135960,Drowzee,False,False
3136405,Purugly,False,False
3139846,Gastrodon,False,True
3143825,Cascoon,False,True
3159586,Crabrawler,True,True
3165460,Swalot,False,False
3165788,Gimmighoul,False,True
3168283,Gulpin,True,True
3168313,Mega Audino,True,False
3173922,Chansey,False,True
3180967,Pawmo,False,True
3184784,Mega Metagross,False,True
3185216,Weedle,True,True
3187030,Castform-Sunny,False,True
3188333,Elgyem,True,True
3188965,Vileplume,False,True
3188991,Meganium,False,True
3190848,Mienshao,True,True
3197997,Popplio,False,True
3198905,Minun,True,True
3205985,Toedscruel,True,False
3207183,Lurantis,False,True
3225231,Squawkabilly -Green/Blue,True,False
3225965,Gastrodon,True,True
3226185,Weavile,True,True
3229537,Swoobat,False,True
3230184,Swoobat,False,True
3230616,Druddigon,False,True
3244630,Meowscarada,False,True
3250752,Lapras,True,True
3253208,Shiftry,False,True
3255621,Revavroom -Navi,True,True
3257726,Banette,False,True
3267537,Pidgeotto,True,True
3277762,Bisharp,False,True
3277897,Sprigatito,False,True
3285575,Tepig,False,True
3288120,Buneary,True,True
3289404,Weezing-Galarian,False,True
3289418,Bellossom,True,True
3291842,Audino,True,False
3293903,Yamper,True,False
3296059,Minun,True,False
3297327,Tapu Bulu,False,True
3300542,Milotic,True,False
3303628,Beedrill,False,False
3309784,Krookodile,True,True
3315438,Skiploom,True,True
3315749,Feebas,True,False
3316561,Arceus-Ice,False,True
3317007,Mega Altaria,False,False
3317549,Poliwrath,False,True
3320671,Wailmer,False,True
3327052,Gastrodon,True,False
3327903,Rellor,True,False
3328655,Golisopod,False,True
3333699,Linoone,False,False
3336182,Dartrix,False,True
3336472,Gengar,False,False
3336779,Karrablast,True,True
3339991,Corvisquire,True,False
3341150,Amaura,True,True
3344537,Weedle,True,False
3345046,Anorith,True,False
3347845,Gogoat,False,True
3357439,Oricorio-Pa'u,False,True
3361562,Ponyta-Galarian,True,False
3373214,Oranguru,False,True
3381036,Klefki,False,True
3389754,Bruxish,False,True
3404184,Slowking-Galarian,False,False
3405288,Spoink,True,True
3420267,Dragapult,False,True
3424626,Carvanha,True,True
3431606,Silvally-Fairy,False,True
3431887,Beartic,False,True
3448547,Melmetal,False,True
3456342,Seel,True,True
3460414,Nidoking,False,True
3461705,Floette,False,False
3466522,Froslass,True,True
3467884,Shieldon,False,True
3471910,Buizel,True,True
3477103,Elekid,False,True
3477610,Turtonator,True,False
3478040,Wingull,True,True
3478056,Drizzile,False,True
3481234,Entei,False,True
3482880,Yamask,True,True
3484203,Makuhita,True,False
3484721,Woobat,True,False
3486918,Snom,True,True
3489001,Axew,True,False
3489983,Anorith,True,False
3492053,Heatmor,True,True
3492614,Hydrapple,False,True
3496406,Arceus-Ground,False,True
3498449,Loudred,True,False
3512514,Hatenna,True,True
3515264,Deerling,True,True
3516291,Gogoat,False,True
3522690,Cottonee,True,False
3525200,Samurott,False,True
3535445,Mega Abomasnow,False,True
3537361,Cubone,True,True
3537794,Dialga,False,True
3540532,Excadrill,True,True
3541557,Cinccino,False,False
3544115,Thundurus-T,False,True
3547545,Wormadam-Plant,False,True
3548621,Rattata,True,False
3551934,Shelgon,False,True
3566313,Cascoon,False,True
3573773,Cherrim-Sunshine,True,True
3574828,Zoroark-Hisuian,False,True
3578178,Pansage,False,False
3579204,Palafin -Hero Form,False,True
3580440,Nymble,True,False
3584205,Venomoth,False,True
3592597,Cleffa,False,True
3596114,Cherrim-Overcast,True,True
3600310,Turtonator,False,False
3608443,Gigalith,True,True
3613443,Ponyta-Galarian,True,False
3616159,Pancham,True,True
3616805,Applin,True,False
3620639,Altaria,False,True
3637884,Dragonair,False,True
3641839,Tapu Lele,False,True
3651013,Hypno,False,False
3659965,Orbeetle,False,True
3671668,Appletun,False,True
3682359,Pichu,True,True
3682916,Grumpig,False,False
3686385,Bagon,False,True
3686756,Patrat,True,True
3688179,Mudbray,True,False
3689603,Cranidos,False,False
3694479,Remoraid,True,True
3710173,Hoothoot,True,True
3710816,Mega Audino,True,False
3714876,Golett,True,False
3720035,Bellibolt,False,True
3732279,Heliolisk,False,True
3740766,Kyogre,False,True
3748237,Dudunsparce,False,True
3752260,Runerigus,False,True
3760719,Mega Mewtwo Y,False,True
3764073,Togekiss,False,True
3766603,Araquanid,True,True
3770783,Phione,False,True
3782157,Gyarados,False,True
3782574,Volbeat,True,True
3791152,Cherubi,True,True
3795719,Electrode-Hisuian,False,True
3800780,Skeledirge,True,False
3803005,Snorunt,True,True
3816738,Dedenne,True,True
3818070,Swalot,False,False
3821277,Dugtrio-Alolan,False,False
3822556,Mega Pinsir,False,False
3829966,Victreebel,False,True
3830416,Armaldo,True,True
3832428,Golbat,False,True
3835008,Durant,False,False
3840513,Sandslash,False,True
3842039,Grimer,True,False
3844148,Clamperl,True,False
3844261,Croconaw,True,True
3850271,Mega Sceptile,False,True
3851222,Chespin,True,True
3852515,Dragonair,False,True
3859617,Gengar,True,False
3871403,Gourgeist-Large,False,True
3871592,Vaporeon,False,True
3882424,Carbink,False,True
3888371,Hitmonchan,False,True
3890970,Morgrem,True,False
3891475,Greninja,False,True
3892775,Poochyena,True,True
3893332,Ninetales,False,True
3895008,Pikipek,True,False
3899420,Clamperl,True,False
3906988,Trubbish,False,True
3908248,Flittle,False,False
3910491,Shinx,True,False
3916496,Eevee,False,True
3923266,Golisopod,False,True
3935235,Jellicent,True,True
3937803,Wishiwashi-School,True,True
3938124,Venonat,True,False
3945983,Bounsweet,True,False
3955018,Quaxly,False,True
3955187,Flabébé,True,False
3955601,Milotic,False,False
3959034,Pidgey,True,True
3959203,Salandit,True,False
3959289,Cursola,False,True
3965314,Pansage,True,False
3967612,Slurpuff,True,True
3967788,Morelull,True,False
3968093,Magikarp,True,True
3978043,Nidoking,False,True
3984426,Electrode-Hisuian,False,True
3987231,Chewtle,True,False
3988534,Bruxish,False,True
3992394,Audino,True,False
3995427,Drifblim,False,True
4004440,Spiritomb,False,False
4006582,Charcadet,False,True
4007488,Pawmi,False,False
4010208,Silvally-Electric,False,True
4013429,Flygon,False,True
4014150,Cufant,True,True
4015685,Pinsir,False,True
4016118,Basculegion-Female,False,True
4024114,Bunnelby,True,False
4026045,Darmanitan Zen,False,False
4026427,Burmy,False,False
4028448,Escavalier,False,False
4030293,Altaria,False,True
4031078,Oricorio-Pa'u,False,True
4033065,Toxapex,True,True
4033323,Dragapult,False,True
4035577,Cetoddle,True,True
4035616,Crabominable,False,True
4041917,Rookidee,True,False
4049328,Gothorita,True,True
4049783,Voltorb,True,True
4050188,Applin,True,False
4055178,Clobbopus,True,True
4057228,Lucario,False,True
4068210,Sceptile,False,True
4070910,Glimmet,False,True
4084101,Mesprit,False,True
4085914,Shieldon,False,True
4086868,Octillery,False,True
4088385,Bergmite,True,False
4088568,Pidgey,True,False
4092704,Togekiss,False,True
4099730,Ninetales,True,True
4103336,Solrock,False,True
4105784,Breloom,False,True
4126320,Dedenne,True,False
4131834,Alakazam,False,True
4133812,Clobbopus,False,False
4141259,Pachirisu,True,True
4141790,Krokorok,True,True
4143319,Sandygast,True,True
4144853,Duraludon,False,True
4152129,Lugia,False,True
4152161,Nickit,True,False
4159903,Rotom,False,True
4161969,Arboliva,False,False
4163061,Chimecho,False,True
4165077,Glaceon,False,True
4173349,Gligar,False,True
4181741,Mega Manectric,False,True
4189157,Sneasel,False,False
4194817,Persian,False,True
