Pokemon,Encounters
Gliscor,315
Burmy,439
Celesteela,141
Swablu,1232
Wimpod,411
Vespiquen,357
Bramblin,473
Elgyem,501
Mimikyu,490
Silvally-Dark,134
Kingambit,477
Cetitan,356
Electivire,470
Cinccino,670
Krabby,447
Sirfetch'd,449
Azumarill,706
Aegislash-Blade,467
Golem-Alolan,339
Ludicolo,356
Pineco,473
Incineroar,338
Bewear,482
Claydol,472
Rockruff-Own Tempo,464
Pincurchin,473
Scyther,500
Lurantis,494
Quagsire,509
Venonat,462
Weavile,335
Slowking,501
Snover,131
Togepi,710
Slugma,460
Chesnaught,364
Shroodle,329
Porygon-Z,484
Mandibuzz,152
Makuhita,969
Ralts,131
Palafin -Zero Form,120
Drizzile,322
Vikavolt,449
Vaporeon,455
Klawf,475
Kilowattrel,333
Quaquaval,340
Murkrow,351
Persian-Alolan,464
Gorebyss,1226
Anorith,1194
Honchkrow,317
Solrock,666
Eevee,474
Whimsicott,438
Grumpig,671
Tangela,452
Pumpkaboo-Average,419
Latios,128
Electrode,435
Stunky,523
Steelix,503
Patrat,460
Shellos,476
Blissey,677
Whismur,336
Yanma,472
Gourgeist-Small,492
Omastar,460
Morelull,465
Aipom,661
Lotad,374
Budew,320
Linoone-Galarian,461
Seel,476
Basculegion-Female,496
Gothitelle,329
Gossifleur,473
Naganadel,131
Farfetch'd,452
Hippopotas,124
Flittle,360
Flareon,475
Zorua-Hisuian,311
Samurott,347
Torkoal,486
Heatran,115
Gligar,337
Liepard,445
Hatenna,119
Fletchinder,311
Hawlucha,504
Nosepass,471
Luxray,316
Castform,515
Ekans,450
Kartana,126
Swanna,499
Mewtwo,140
Tyrogue,462
Simipour,492
Jellicent,488
Tyranitar,114
Butterfree,449
Bounsweet,343
Wormadam-Trash,454
Wugtrio,452
Smoliv,330
Groudon,138
Voltorb,488
Appletun,1214
Impidimp,476
Guzzlord,132
Spinda,672
Slowbro-Galarian,482
Alcremie,497
Quaxly,347
Electabuzz,465
Raticate,491
Ambipom,654
Raticate-Alolan,453
Palkia,124
Diglett,498
Hitmonchan,469
Mega Mawile,693
Joltik,479
Sandile,329
Unown,485
Seaking,481
Haunter,348
Mega Latias,139
Great Tusk,146
Genesect,148
Gloom,347
Bastiodon,1185
Mime Jr.,477
Grimer,456
Elekid,470
Psyduck,490
Hypno,460
Muk-Alolan,484
Sandy Shocks,139
Xatu,448
Mega Glalie,486
Basculin (White-Striped),468
Nacli,333
Gourgeist-Large,460
Lunatone,708
Mega Latios,151
Ninetales-Alolan,476
Mabosstiff,371
Avalugg-Hisuian,448
Swinub,145
Slowking-Galarian,507
Clobbopus,344
Jynx,476
Karrablast,469
Minior-Core,337
Oshawott,334
Sneasler,355
Ledian,680
Munchlax,145
Ninetales,443
Darmanitan Zen-Galarian,355
Dugtrio-Alolan,467
Marill,649
Shedinja,1255
Falinks,479
Qwilfish,459
Diggersby,476
Toucannon,476
Cacnea,332
Klinklang,346
Mega Blastoise,321
Squawkabilly -Yellow/White,1217
Pumpkaboo-Super,471
Shuppet,668
Zoroark,320
Tsareena,354
Rowlet,337
Cottonee,441
Pawniard,539
Grovyle,376
Gourgeist-Super,432
Hariyama,948
Mega Gengar,348
Silvally-Flying,126
Cubchoo,480
Toxtricity,330
Sceptile,326
Rhyperior,145
Zweilous,159
Tropius,139
Tauros,139
Dratini,156
Wishiwashi-Solo,637
Dartrix,346
Basculin (Blue-Striped),463
Spheal,361
Pancham,521
Cobalion,134
Ribombee,458
Shuckle,331
Geodude-Alolan,347
Salazzle,486
Rhyhorn,128
Grotle,336
Gabite,126
Excadrill,470
Weepinbell,355
Mudsdale,441
Loudred,390
Crawdaunt,963
Masquerain,456
Buizel,476
Noibat,471
Ting-Lu,128
Golduck,484
Chikorita,348
Shiftry,356
Exeggutor-Alolan,125
Dugtrio,500
Drapion,126
Cinderace,314
Banette,646
Spearow,455
Zacian-Crowned,140
Mega Lopunny,513
Scizor,454
Diglett-Alolan,471
Arceus-Ground,142
Mr. Mime,447
Bronzor,463
Latias,133
Gigalith,323
Goodra,120
Lopunny,466
Rufflet,160
Slurpuff,478
Spinarak,716
Horsea,481
Togekiss,655
Iron Treads,116
Roaring Moon,149
Rillaboom,325
Nymble,443
Sealeo,361
Ledyba,673
Clauncher,141
Enamorus-T,142
Uxie,137
Chespin,327
Rotom-F,452
Whiscash,426
Octillery,476
Mega Alakazam,361
Dubwool,490
Clawitzer,123
Primal Groudon,127
Decidueye-Hisuian,354
Clefable,622
Iron Hands,139
Crabominable,462
Leafeon,506
Cascoon,477
Swoobat,435
Golett,455
Turtonator,441
Petilil,480
Archaludon,486
Darmanitan Zen,342
Wooloo,436
Herdier,310
Tranquill,335
Delibird,671
Gurdurr,324
Lucario,323
Dodrio,494
Ponyta,450
Floette,466
Frosmoth,509
Arceus-Bug,121
Metapod,489
Solgaleo,126
Meowstic ♀,441
Jigglypuff,644
Mareanie,487
Mega Charizard X,317
Dolliv,314
Pinsir,135
Surskit,482
Hatterene,145
Durant,489
Rotom,474
Wormadam-Sandy,474
Trapinch,383
Mega Garchomp,129
Meowth-Galarian,478
Aegislash-Shield,493
Cofagrigus,504
Crustle,454
Swalot,918
Empoleon,354
Floragato,352
Oricorio-Pom Pom,481
Quaxwell,310
Magnezone,467
Palossand,472
Pansage,488
Combusken,345
Staraptor,349
Tyrantrum,466
Rotom-Fan,456
Pumpkaboo-Small,466
Silvally-Psychic,131
Zapdos-Galarian,124
Litleo,334
Houndstone,336
Grimer-Alolan,492
Toedscruel,330
Musharna,660
Darumaka-Galarian,350
Mienfoo,311
Skrelp,443
Phantump,519
Heatmor,468
Vivillon,453
Miraidon,119
Articuno,135
Natu,489
Maushold,699
Leavanny,348
Pyukumuku,676
Furfrou,458
Froslass,497
Gimmighoul,140
Varoom,478
Tympole,312
Perrserker,508
Polteageist,473
Mega Gallade,135
Kleavor,477
Glimmet,333
Milcery,482
Servine,339
Lugia,137
Croconaw,374
Charmeleon,344
Lickitung,477
Totodile,351
Mudkip,322
Golbat,472
Piplup,339
Mega Metagross,142
Dracozolt,138
Duraludon,479
Stoutland,324
Nuzleaf,344
Castform-Sunny,469
Sigilyph,491
Swirlix,451
Emboar,327
Dialga-Orgin,119
Minior-Meteor,353
Dialga,111
Spewpa,502
Primarina,357
Tinkatuff,329
Tauros (blaze),158
Furret,513
Mega Lucario,338
Braviary,140
Brute Bonnet,119
Combee,363
Kingler,461
Farigiraf,443
Bergmite,466
Darumaka,343
Swellow,329
Shaymin-Sky form,324
Ponyta-Galarian,475
Abra,343
Snom,450
Barbaracle,493
Wailmer,906
Mothim,439
Mega Gyarados,145
Mega Audino,657
Sandslash-Alolan,491
Seviper,992
Chimchar,362
Aggron,136
Tyrunt,440
Slaking,131
Zamazenta-Crowned,119
Mismagius,667
Charizard,303
Rabsca,668
Exeggutor,146
Bellsprout,323
Treecko,329
Obstagoon,470
Urshifu-Single Strike,116
Skwovet,443
Gouging Fire,141
Silvally-Dragon,132
Florges,486
Rotom-H,474
Thwackey,336
Tornadus-I,128
Nidorino,317
Charmander,319
Shieldon,1217
Toedscool,367
Dewott,330
Iron Moth,134
Palpitoad,313
Zeraora,134
Bidoof,476
Feraligatr,339
Mega Beedrill,501
Metagross,140
Scraggy,428
Golem,349
Sneasel-Hisuian,313
Arceus-Normal,137
Mega Pidgeot,331
Golurk,453
Charcadet,128
Parasect,493
Barraskewda,121
Mega Ampharos,343
Arctibax,120
Mr. Rime,462
Sliggoo,151
Togetic,663
Garbodor,458
Helioptile,440
Staravia,360
Oinkologne-M,488
Corsola-Galarian,671
Sableye,327
Mega Aerodactyl,152
Avalugg,452
Mega Venusaur,358
Landorus-I,121
Snorunt,499
Whirlipede,317
Sentret,448
Clodsire,448
Revavroom -Schedar,461
Onix,476
Shiinotic,463
Cutiefly,454
Machamp,373
Lickilicky,492
Roselia,335
Basculegion-Male,484
Carnivine,142
Drilbur,450
Silvally-Steel,129
Torterra,321
Starly,356
Amaura,464
Binacle,480
Larvitar,130
Gourgeist-Average,446
Cloyster,127
Bayleef,315
Jirachi,135
Maschiff,371
Litten,342
Hoothoot,499
Lairon,147
Victini,144
Oinkologne-F,479
Pyroar,370
Nihilego,131
Glimmora,345
Pumpkaboo-Large,492
Weezing,448
Paras,471
Cherrim-Overcast,452
Flutter Mane,127
Fearow,436
Cramorant,533
Espathra,324
Weedle,446
Druddigon,474
Galvantula,469
Sobble,352
Panpour,510
Luxio,345
Ivysaur,363
Aron,162
Dewpider,445
Litwick,335
Typhlosion-Hisuian,339
Glalie,458
Delphox,318
Froakie,339
Magmortar,506
Quilladin,335
Caterpie,503
Nidoran♀,311
Gastly,355
Magby,477
Arceus-Rock,127
Mega Kangaskhan,487
Silvally-Ghost,132
Sinistcha,470
Espeon,478
Flabébé,491
Magmar,490
Abomasnow,141
Snorlax,139
Gastrodon,489
Mega Swampert,316
Silicobra,424
Maractus,458
Beheeyem,435
Wooper,440
Emolga,432
Virizion,126
Revavroom -Navi,505
Machoke,356
Zacian,134
Fidough,362
Urshifu-Rapid Strike,135
Sandshrew,482
Tatsugiri,347
Greninja,361
Iron Bundle,128
Meowth-Alolan,506
Nickit,636
Necrozma,117
Terapagos,149
Capsakid,475
Purrloin,500
Glameow,648
Arctovish,143
Glaceon,451
Chatot,337
Wiglett,452
Lycanroc (Midnight),479
Chewtle,474
Frillish,475
Silcoon,502
Reuniclus,324
Kommo-o,136
Lombre,338
Bagon,139
Silvally-Fighting,146
Yveltal,135
Cleffa,683
Zekrom,133
Remoraid,496
Drifloon,919
Poliwhirl,334
Aromatisse,489
Eldegoss,506
Kakuna,491
Ducklett,478
Rotom-W,464
Minun,485
Pawmo,471
Manectric,150
Volcanion,133
Graveler-Alolan,336
Silvally-Normal,147
Pignite,335
Steenee,310
Venipede,329
Hakamo-o,135
Celebi,354
Meloetta-Aria,138
Giratina,127
Bombirdier,122
Regigigas,154
Mega Absol,376
Annihilape,476
Bouffalant,487
Castform-Rainy,455
Zebstrika,474
Wingull,441
Crocalor,339
Torracat,337
Xerneas,135
Melmetal,136
Ogerpon,130
Zigzagoon-Galarian,450
Dhelmise,451
Finizen,147
Escavalier,453
Pawmot,473
Tapu Fini,129
Jumpluff,337
Ursaring,452
Drowzee,489
Mega Pinsir,153
Iron Valiant,155
Kricketune,331
Blastoise,323
Iron Thorns,124
Hoopa-Unbound,140
Bellossom,270
Kricketot,315
Ogerpon -Wellspring Mask,147
Ariados,640
Primal Kyogre,133
Magnemite,475
Cryogonal,433
Baxcalibur,131
Bulbasaur,381
Dedenne,475
Swampert,354
Corvisquire,368
Linoone,472
Arbok,466
Solosis,323
White Kyurem,148
Brionne,345
Ursaluna -Bloodmoon,470
Larvesta,154
Boldore,313
Stufful,476
Silvally-Poison,143
Victreebel,343
Grafaiai,342
Electrike,126
Palafin -Hero Form,121
Beldum,134
Flaaffy,318
Decidueye,318
Lanturn,128
Yamask-Galarian,482
Ferrothorn,479
Arrokuda,133
Muk,437
Mega Mewtwo Y,164
Calyrex-Ice Rider,147
Popplio,337
Poliwag,300
Kadabra,359
Gallade,153
Doublade,481
Persian,488
Staryu,142
Magneton,467
Mega Diancie,129
Seadra,450
Rellor,678
Lampent,318
Zamazenta,131
Girafarig,484
Orbeetle,497
Seedot,320
Thundurus-T,144
Tinkaton,334
Mega Tyranitar,138
Krokorok,349
Suicune,140
Castform-Snowy,437
Palkia-Orgin,124
Sewaddle,349
Terapagos -Terastal Form,143
Chandelure,333
Nidoking,353
Fennekin,366
Buzzwole,127
Chi-Yu,120
Meowscarada,330
Bunnelby,445
Vileplume,317
Happiny,697
Mega Charizard Y,333
Magikarp,132
Reshiram,129
Timburr,327
Prinplup,307
Blitzle,476
Ho-Oh,128
Walrein,345
Pidgey,331
Pichu,468
Typhlosion,326
Piloswine,146
Vullaby,156
Grapploct,337
Mega Scizor,441
Greavard,312
Tauros (Aqua),135
Tirtouga,441
Shaymin,324
Pikachu,474
Arceus-Fire,138
Moltres-Galarian,160
Naclstack,320
Dudunsparce,478
Rattata-Alolan,461
Black Kyurem,140
Darmanitan,351
Raichu,461
Sprigatito,354
Silvally-Ground,134
Frigibax,137
Alakazam,313
Darmanitan-Galarian,346
Haxorus,132
Pidove,347
Terapagos -Stellar Form,149
Kabutops,493
Serperior,333
Zarude,126
Brambleghast,485
Lunala,136
Bronzong,453
Squirtle,350
Regieleki,139
Hitmontop,489
Cyndaquil,366
Gumshoos,462
Calyrex-Shadow Rider,163
Lycanroc (Dusk),447
Tynamo,139
Arceus-Dragon,152
Axew,147
Iron Boulder,128
Komala,137
Eiscue-Ice Face,135
Greedent,463
Nidorina,337
Braixen,362
Metang,158
Turtwig,316
Tapu Lele,136
Wynaut,460
Zapdos,154
Tentacruel,141
Giratina-Origin,134
Glastrier,119
Scolipede,357
Dracovish,120
Simisear,475
Shinx,299
Venusaur,317
Deoxys-Defense,123
Wo-Chien,140
Oricorio-Sensu,487
Zygarde-Complete,130
Growlithe-Hisuian,139
Graveler,350
Arceus-Dark,149
Arceus-Ghost,142
Arcanine,133
Talonflame,333
Drakloak,142
Azelf,125
Donphan,457
Wurmple,434
Aerodactyl,125
Relicanth,135
Raging Bolt,140
Rayquaza,143
Dreepy,131
Okidogi,144
Vigoroth,130
Flamigo,353
Blacephalon,140
Mega Slowbro,469
Carbink,136
Medicham,459
Copperajah,473
Cacturne,354
Arctozolt,118
Silvally-Bug,114
Passimian,132
Dwebble,455
Mantine,110
Meltan,136
Oricorio-Baile,476
Gyarados,139
Necrozma-Dusk Mane,141
Houndour,124
Silvally-Ice,109
Tornadus-T,120
Gothita,347
Mega Gardevoir,126
Ogerpon -Cornerstone Mask,135
Cosmoem,137
Wyrdeer,131
Poipole,139
Electrode-Hisuian,487
Taillow,336
Salandit,465
Skiploom,299
Gothorita,337
Dragalge,446
Ogerpon -Hearthflame Mask,129
Pidgeot,345
Type: Null,136
Sandslash,471
Tapu Bulu,134
Registeel,149
Walking Wake,130
Arceus-Psychic,119
Gholdengo,148
Araquanid,424
Exeggcute,149
Slither Wing,133
Dragapult,139
Regirock,126
Arceus-Ice,126
Darkrai,134
Vanillite,142
Mega Sceptile,348
Mesprit,146
Blaziken,325
Quilava,345
Silvally-Grass,131
Cosmog,128
Vanillish,116
Diancie,147
Dragonair,152
Kyogre,126
Chinchou,114
Mudbray,458
Entei,138
Spritzee,474
Salamence,126
Magearna,143
Articuno-Galarian,137
Ceruledge,133
Dragonite,140
Zygarde-10%,135
Flygon,307
Deoxys-Speed,142
Mamoswine,119
Regidrago,127
Carvanha,146
Tapu Koko,143
Mega Mewtwo X,138
Kubfu,131
Mega Rayquaza,136
Silvally-Water,135
Grubbin,450
Armarouge,144
Stonjourner,143
Hoppip,340
Deino,155
Cresselia,133
Eiscue-Noice Face,129
Fuecoco,355
Orthworm,115
Scream Tail,118
Arceus-Poison,115
Gardevoir,140
Eelektross,135
Starmie,132
Kirlia,113
Arceus-Grass,133
Terrakion,124
Gible,133
Oranguru,141
Sharpedo,148
Pupitar,129
Manaphy,112
Tauros (combat),135
Kyurem,124
Xurkitree,145
Koraidon,139
Keldeo,134
Deoxys,138
Volcarona,113
Raikou,145
Silvally-Rock,129
Sliggoo-Hisuian,126
Marshadow,133
Eternatus,117
Ditto,446
Hattrem,130
Tentacool,127
Silvally-Fairy,149
Landorus-T,125
Goodra-Hisuian,134
Shelgon,101
Calyrex,121
Iron Crown,139
Pidgeotto,299
Zygarde-50%,130
Ultra Necrozma,126
Stantler,138
Spectrier,127
Moltres,134
Necrozma-Dawn Wings,141
Hoopa-Confined,118
Lapras,130
Arceus-Flying,134
Stakataka,153
Iron Leaves,135
Mega Heracross,126
Fezandipiti,120
Munkidori,123
Mega Aggron,121
Skarmory,147
Mega Sharpedo,121
